held_out,n_leaves,tree_depth,top_features,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,group
cifar10,7,3,"self_duality=0.36, equiangular_uc=0.19, equinorm_wc=0.17",1.571838425019298,0.00867159331151889,1.7461000085244034,0.009630986157843665,0.2222222222222222,0.2222222222222222,mid
cifar100,5,3,"var_collapse=0.49, equinorm_uc=0.26, max_equiangular_wc=0.25",19.948596051015087,0.0866559279104388,3.6942980804914156,0.016039086561252757,0.25,0.0,mid
supercifar100,5,3,"max_equiangular_uc=0.53, self_duality=0.26, equinorm_wc=0.21",4.7307115388676495,0.01762135878125405,6.108949064337484,0.022759567207316585,0.25,0.375,mid
tinyimagenet,7,3,"equiangular_uc=0.25, max_equiangular_uc=0.22, equinorm_wc=0.17",0.01606947489025288,8.375030878158326e-05,0.0891661937317205,0.00046869982760353274,0.4666666666666667,0.8333333333333334,mid
