feature,mean_iv
equinorm_uc,3.218156468191461
equiangular_uc,2.509137525735104
self_duality,2.00772422696788
max_equiangular_uc,1.9501351908959155
max_equiangular_wc,1.8073698303002619
equiangular_wc,1.7790665368298442
var_collapse,1.631244870195666
equinorm_wc,1.3600507410297884
