feature,mean_iv
equiangular_uc,2.665888633038359
var_collapse,2.4913292699005325
max_equiangular_wc,2.469698310561565
equinorm_uc,2.275955732309472
equinorm_wc,2.247698653610086
equiangular_wc,2.1396906370076505
max_equiangular_uc,1.9836706177984154
self_duality,1.1424969455076832
