held_out,feature,n_bins,splits,bin_methods,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,group
cifar10,self_duality,4,"[-0.9386539459228516, 0.10992439836263657, 1.585437536239624]",CTMmeanOC|CTM|fDBD|ViM,1.4724002982446678,0.008119629414318602,1.7461000085244034,0.009630986157843665,0.3333333333333333,0.0,mid
cifar100,equiangular_wc,4,"[-0.8429278433322906, 0.11690668016672134, 1.422963798046112]",Confidence|CTM|Energy|ViM,3.6942980804914156,0.016039086561252757,3.6942980804914156,0.016039086561252757,0.375,0.0,mid
supercifar100,var_collapse,4,"[-0.4425329118967056, -0.17254065722227097, 1.428820788860321]",GradNorm|CTM|REN|Maha,5.42403144830393,0.02019387692448533,6.108949064337484,0.022759567207316585,0.375,0.0,mid
tinyimagenet,max_equiangular_uc,4,"[-0.9250798523426056, -0.7043284177780151, 1.5808972716331482]",Confidence|PE|fDBD|Energy,1.0317098675228995,0.005424076248088204,0.0891661937317205,0.00046869982760353274,0.0,0.5,mid
