held_out,feature,n_bins,splits,bin_methods,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,group
cifar10,equiangular_wc,4,"[-0.773037314414978, 0.9952242076396942, 1.5532290935516357]",Confidence|fDBD|Energy|Maha,3.0781528413781025,0.024313594341384755,4.574875587252563,0.03612833609550745,0.3333333333333333,0.1111111111111111,far
cifar100,max_equiangular_uc,4,"[-0.7292927205562592, 1.169181764125824, 1.4413387179374695]",Residual|CTM|Energy|Confidence,4.480915237575347,0.026202407809068868,4.540770341373383,0.02662686810076712,0.375,0.0,far
supercifar100,equiangular_uc,4,"[-0.5496057868003845, 1.1477943658828735, 1.6170306205749512]",CTMmeanOC|fDBD|NeCo|Confidence,2.001366110007569,0.008992578697339677,1.2323635614510258,0.005597524809792324,0.1,0.475,far
tinyimagenet,var_collapse,4,"[-1.0029867887496948, 0.9079963266849518, 1.129637360572815]",Maha|fDBD|NeCo|fDBD,2.0978311131519303,0.006045240215443148,2.0978311131519303,0.006045240215443148,0.5,0.0,far
