feature,max_bins,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,meta_beats_single
self_duality,3,1.1429582893828547,0.005670832425688001,1.3783380301063108,0.007242453384352885,0.3870967741935484,0.2903225806451613,True
equiangular_uc,2,1.3783380301063108,0.007242453384352885,1.3783380301063108,0.007242453384352885,0.3870967741935484,0.1935483870967742,False
equinorm_uc,2,1.523110003200777,0.007897404730318809,1.3783380301063108,0.007242453384352885,0.3870967741935484,0.1935483870967742,False
max_equiangular_uc,2,1.8396121467632744,0.009311860944194365,1.3783380301063108,0.007242453384352885,0.2903225806451613,0.0967741935483871,False
var_collapse,2,2.162507254087002,0.010195636214565169,1.3783380301063108,0.007242453384352885,0.3870967741935484,0.1935483870967742,False
equinorm_uc,3,2.592421775996324,0.012300808833294999,1.3783380301063108,0.007242453384352885,0.25806451612903225,0.12258064516129032,False
max_equiangular_wc,2,2.416352296625257,0.012700639926009175,1.3783380301063108,0.007242453384352885,0.2903225806451613,0.0967741935483871,False
self_duality,2,2.7612360335711554,0.012766139414901456,1.3783380301063108,0.007242453384352885,0.2903225806451613,0.0967741935483871,False
equiangular_wc,4,2.9992699123259925,0.013979101026547388,1.3783380301063108,0.007242453384352885,0.2967741935483871,0.27741935483870966,False
equiangular_uc,3,2.792226473549758,0.014413262215427573,1.3783380301063108,0.007242453384352885,0.23870967741935484,0.0967741935483871,False
equiangular_wc,2,2.818441257782912,0.01448674312160477,1.3783380301063108,0.007242453384352885,0.2903225806451613,0.0967741935483871,False
max_equiangular_uc,3,3.558696067166122,0.016952321211490817,1.3783380301063108,0.007242453384352885,0.17419354838709677,0.0967741935483871,False
max_equiangular_wc,3,3.6627744158592495,0.017451015827812867,1.3783380301063108,0.007242453384352885,0.2,0.0967741935483871,False
equiangular_wc,3,3.769399992271672,0.017581078729534336,1.3783380301063108,0.007242453384352885,0.2,0.0967741935483871,False
max_equiangular_uc,4,3.8915748703966684,0.018804797095563167,1.3783380301063108,0.007242453384352885,0.16129032258064516,0.22580645161290322,False
equinorm_wc,4,4.144127960280976,0.020536566970073944,1.3783380301063108,0.007242453384352885,0.2903225806451613,0.0967741935483871,False
max_equiangular_wc,4,4.842545815111529,0.022489408161450508,1.3783380301063108,0.007242453384352885,0.2,0.1935483870967742,False
self_duality,4,5.404121047111941,0.025383726048352644,1.3783380301063108,0.007242453384352885,0.3548387096774194,0.25806451612903225,False
equinorm_wc,3,7.1749289564207315,0.02866410006675558,1.3783380301063108,0.007242453384352885,0.3548387096774194,0.1032258064516129,False
equinorm_wc,2,7.459907062869755,0.029552971649406626,1.3783380301063108,0.007242453384352885,0.32903225806451614,0.1032258064516129,False
equiangular_uc,4,5.62376210408937,0.029731723658600363,1.3783380301063108,0.007242453384352885,0.23870967741935484,0.12903225806451613,False
var_collapse,3,9.394223329349646,0.044778551227893565,1.3783380301063108,0.007242453384352885,0.3548387096774194,0.1935483870967742,False
var_collapse,4,10.528651439699791,0.050005967000030425,1.3783380301063108,0.007242453384352885,0.2838709677419355,0.14838709677419354,False
equinorm_uc,4,11.342637072805687,0.05458095975019302,1.3783380301063108,0.007242453384352885,0.09032258064516129,0.22580645161290322,False
