held_out,n_leaves,tree_depth,top_features,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,group
cifar10,4,3,"self_duality=0.69, equinorm_uc=0.31",5.628607469983717,0.03562611875467613,3.855047469739719,0.024227419561845893,0.3333333333333333,0.0,near
cifar100,4,3,"equiangular_uc=0.63, self_duality=0.37",1.628835354947796,0.007926894793581094,2.120437563757586,0.010318983969086645,0.375,0.0,near
supercifar100,4,3,"self_duality=0.65, max_equiangular_uc=0.35",0.29120344045752516,0.0011332643365249467,0.29120344045752516,0.0011332643365249467,0.375,0.0,near
tinyimagenet,6,3,"equiangular_wc=0.21, self_duality=0.20, max_equiangular_uc=0.20",9.634083265715244,0.04565011288417779,5.904686658667074,0.027976957292069154,0.13333333333333333,0.0,near
