feature,max_bins,meta_mean_regret,meta_mean_norm_regret,single_mean_regret,single_mean_norm_regret,meta_wins_rate,clique_hit_rate,meta_beats_single
max_equiangular_uc,4,2.4822598177759865,0.013945048645424217,3.111460150807225,0.01859949230537751,0.3741935483870968,0.2129032258064516,True
max_equiangular_uc,3,2.639659653073929,0.014949559964342626,3.111460150807225,0.01859949230537751,0.3741935483870968,0.22580645161290322,True
equiangular_uc,3,2.8436999167197694,0.01608274584698259,3.111460150807225,0.01859949230537751,0.3032258064516129,0.16129032258064516,True
max_equiangular_wc,4,3.109312309454233,0.01643111627633941,3.111460150807225,0.01859949230537751,0.3225806451612903,0.0967741935483871,True
equiangular_wc,4,3.2290247981859177,0.01681260298093175,3.111460150807225,0.01859949230537751,0.3225806451612903,0.0967741935483871,True
equiangular_uc,2,2.995345201177095,0.017867400567710755,3.111460150807225,0.01859949230537751,0.3870967741935484,0.25806451612903225,True
equinorm_uc,2,3.0693101560784872,0.018315329338468973,3.111460150807225,0.01859949230537751,0.3870967741935484,0.25806451612903225,True
var_collapse,2,3.111460150807225,0.01859949230537751,3.111460150807225,0.01859949230537751,0.3870967741935484,0.25806451612903225,False
equinorm_wc,4,2.9384484109630273,0.01863515355363608,3.111460150807225,0.01859949230537751,0.3096774193548387,0.15483870967741936,False
max_equiangular_wc,2,3.185791206151243,0.018734389170206363,3.111460150807225,0.01859949230537751,0.3161290322580645,0.16129032258064516,False
max_equiangular_uc,2,3.185791206151243,0.018734389170206363,3.111460150807225,0.01859949230537751,0.3161290322580645,0.16129032258064516,False
equiangular_wc,2,3.337342227234059,0.019251418297171655,3.111460150807225,0.01859949230537751,0.3161290322580645,0.14838709677419354,False
self_duality,2,3.385450869155776,0.019425739289020885,3.111460150807225,0.01859949230537751,0.3870967741935484,0.22580645161290322,False
equinorm_uc,3,3.692369321717839,0.020560337204264464,3.111460150807225,0.01859949230537751,0.3161290322580645,0.14838709677419354,False
self_duality,3,4.023360588433131,0.023162070946188874,3.111460150807225,0.01859949230537751,0.3161290322580645,0.06451612903225806,False
equiangular_wc,3,4.35179354679749,0.02317657037923767,3.111460150807225,0.01859949230537751,0.3225806451612903,0.14838709677419354,False
max_equiangular_wc,3,4.292852998638877,0.023219843975952798,3.111460150807225,0.01859949230537751,0.3225806451612903,0.16129032258064516,False
equiangular_uc,4,4.459225448370279,0.02551360256043148,3.111460150807225,0.01859949230537751,0.2903225806451613,0.13548387096774195,False
self_duality,4,7.384784662018713,0.042745903332763575,3.111460150807225,0.01859949230537751,0.2838709677419355,0.06451612903225806,False
var_collapse,3,9.688695298843017,0.057279147014205,3.111460150807225,0.01859949230537751,0.3548387096774194,0.25806451612903225,False
var_collapse,4,10.353916695577217,0.061159085127995144,3.111460150807225,0.01859949230537751,0.2838709677419355,0.21935483870967742,False
equinorm_uc,4,10.975849504059308,0.06401677822794578,3.111460150807225,0.01859949230537751,0.21935483870967742,0.0967741935483871,False
equinorm_wc,3,10.716634378244644,0.06432116884736555,3.111460150807225,0.01859949230537751,0.2709677419354839,0.15483870967741936,False
equinorm_wc,2,11.372664168203029,0.06727377138328047,3.111460150807225,0.01859949230537751,0.25161290322580643,0.16129032258064516,False
