model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-KPCA RecError class avg,rew2.2,0.2073884061897128,0.12728031317524524,0.10225152900443765,0.06551880873103885,0.06128323244409116,0.11626484704788517,0.05949947934829356,0.2106497244115249,0.11884072052587684
confidnet,do1,MCD-PCA RecError class avg,rew2.2,0.25523775300106044,0.14527276062917732,0.1347942819142467,0.10230248500607544,0.10991900237491996,0.21081082871530513,0.049058036763597004,0.36223939899197,0.09429777662261593
confidnet,do1,MCD-pNML class avg,rew2.2,0.3177301276354362,0.26034058209477834,0.2646572823911026,0.24413739367678694,0.25207242334233065,0.3077928404864826,0.16290298249635374,0.4084523097541017,0.21710633940756524
confidnet,do1,MCD-EMaha class avg,rew2.2,0.3465662333319582,0.28144726622416194,0.30718931424574875,0.3842217158511053,0.3445568043303558,0.28863272922776967,0.24120112447315592,0.3183701844909913,0.2686097580272614
confidnet,do1,MCD-EResidual,rew2.2,0.4069180759742018,0.34279302142058243,0.37986492722827525,0.4952975062392503,0.44302142212329604,0.35032727851943823,0.330581149253836,0.3543253207085582,0.31060623389862874
confidnet,do1,MCD-EMaha class pred,rew2.2,0.4125036377317799,0.32371028725149176,0.3589021854985371,0.4831596457866093,0.4296434581422076,0.3445875939179873,0.3073859845979737,0.347520841359246,0.2869261791716924
confidnet,do1,MCD-EMaha,rew2.2,0.41550474694419437,0.3468814856900491,0.3843436974742525,0.5042218654889703,0.4515992057845759,0.3558496995556782,0.3297016514627137,0.36573051344262086,0.3165687498668145
confidnet,do1,MCD-EpNML class avg,rew2.2,0.4172003898720133,0.27402126092364826,0.29852763278852734,0.3050094461588307,0.30952673216180526,0.4349773508795485,0.13797793038020348,0.444768583063332,0.13081708362825584
confidnet,do1,MCD-Residual,rew2.2,0.46240398556498674,0.3556474628327581,0.3976494116888629,0.4901544729417787,0.4479085861617299,0.40420470797215663,0.3155874025340966,0.3526331344896628,0.3226027773403131
confidnet,do1,MCD-Maha,rew2.2,0.4863168811606764,0.4105996628044345,0.4511985091468552,0.5377062736151383,0.49955352404001074,0.4362323120269889,0.374247603485926,0.43158818945285055,0.40595948725463327
confidnet,do1,MCD-pNML class pred,rew2.2,0.5228818065234805,0.5231767301191745,0.5479558869233211,0.5336318988956448,0.5172399078979435,0.5772669198693673,0.4568706609075706,0.6219236315308494,0.4943158376791105
confidnet,do1,MCD-EMaha global,rew2.2,0.5396878341823289,0.535036370082423,0.5774609326233365,0.6796635684337309,0.6384229497097708,0.5297042872861348,0.5486765882352879,0.5064825770048849,0.5294205503085004
confidnet,do1,MCD-Maha global,rew2.2,0.5979973001291983,0.6128271206836855,0.645675410962504,0.7009074004364171,0.6806932598815374,0.5977324575872232,0.6060868049001533,0.614695539928919,0.6293421605947402
confidnet,do1,MCD-Maha class avg,rew2.2,0.5994419240667543,0.6055780183599603,0.6382757771018658,0.6929574891071052,0.6725582199235383,0.5982183111411375,0.5987389226503257,0.6089062982188567,0.6201726163518921
confidnet,do1,MCD-pNML global,rew2.2,0.6229182212295101,0.4651034305797787,0.504540169307204,0.5509832521190148,0.5386576173302875,0.6482965332567304,0.3440172330227512,0.4987839899915759,0.3007159473649838
confidnet,do1,MCD-pNML,rew2.2,0.642901439843915,0.5229126156276516,0.5659442579571622,0.6078675169629897,0.598720711851432,0.6797083810895981,0.3988366195082369,0.5756103136735453,0.37844605139109344
confidnet,do1,MCD-Maha class pred,rew2.2,0.6447880936706756,0.7549559149646016,0.7875092845435286,0.8129397108573284,0.7897765745624891,0.6964493406224364,0.792447021582314,0.7411172300009161,0.8164144858256235
confidnet,do1,MCD-EViM,rew2.2,0.6499339409869721,0.6561424009481238,0.7172948544497496,0.8211879715762462,0.7799663195432655,0.6653673722366241,0.690924570214884,0.6036734322183683,0.6212918339773236
confidnet,do1,MCD-GradNorm class avg,rew2.2,0.6560821566685165,0.6507807092212584,0.639702794218098,0.592051104018898,0.6277270047968319,0.7388276791514924,0.5936992004085877,0.6948165922987997,0.47791790622663965
confidnet,do1,MCD-PCA RecError global,rew2.2,0.6784787873754865,0.6768431589173389,0.7222071132717428,0.7388877320955008,0.7393256338630467,0.7378572659759561,0.5908516851407273,0.7516532902840577,0.6275282102423184
confidnet,do1,MCD-GradNorm,rew2.2,0.6997798494371849,0.7261532223968529,0.7233016719203778,0.682811373431696,0.7137054880701486,0.7871474266898923,0.7077852751772015,0.7159474864262512,0.5566558794429438
confidnet,do1,MCD-GradNorm global,rew2.2,0.7029848817700419,0.7277840213068769,0.7251684016734693,0.6888256929436338,0.7180138365666642,0.7897458391832234,0.7167522494306903,0.7055769714003298,0.5602480087090506
