model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
modelvit,do0,GradNorm class avg,rew0,0.49478542495974837,0.5174367204673569,0.6357303979369667,0.3368787027699664,0.35865745218086204,0.7455970231042378,0.1403399055665546,0.7353999919004444,0.21858627701370015
modelvit,do0,KPCA RecError class avg,rew0,0.4999720512332203,0.140879708949358,0.21007111147422614,0.039755204222938254,0.04263055349129276,0.8430122075214618,0.0056865337786594795,0.6530401301486224,0.00421698335207358
modelvit,do0,Confidence,rew0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
modelvit,do1,CTMmean class avg,rew0,0.5768142435544951,0.46333743172196556,0.5283157928070941,0.49317053578154013,0.5157519978457344,0.7034154532901586,0.39629132700728925,0.6770326001689565,0.44140569509068583
modelvit,do0,PCA RecError class avg,rew0,0.5999123398988819,0.4085155566038745,0.5215231576357867,0.23077205749481783,0.24815593701021926,0.8546168615584511,0.056585830625892376,0.847532080915627,0.08303717595827102
modelvit,do0,Maha class pred,rew0,0.6022382276890632,0.5822272740859462,0.6803664216101326,0.5277732400163464,0.5221874470686572,0.7221810125903124,0.22661354152866986,0.6229748875065072,0.26879884974879864
modelvit,do0,pNML global,rew0,0.6494505117958884,0.5717575460722742,0.6795066051699747,0.3368059515787075,0.36310751072558045,0.8078704458428494,0.12777582929256054,0.8239661939580284,0.2227261912702057
modelvit,do0,pNML class avg,rew0,0.6652938533376671,0.5998845308268885,0.7104885204447293,0.40388729162824005,0.42917218041126537,0.8402631809178986,0.15225732368243922,0.8467104349038269,0.23420730061029665
modelvit,do0,CTMmean class,rew0,0.6739749929298049,0.617310667481163,0.6674194544328994,0.5931642615177312,0.6067592966123673,0.7804312386951855,0.5806891162648099,0.7267909784741,0.5463236525471739
modelvit,do0,CTMmean class pred,rew0,0.7149390955993843,0.6940344624380185,0.7328111056696283,0.6284294429691532,0.660448682608368,0.8363296134804811,0.7138896221237234,0.8528040497461099,0.7642337943663488
modelvit,do0,Energy class avg,rew0,0.7469692277693888,0.7935864605658571,0.8542484883767774,0.8060015044359755,0.8040528626552362,0.8686401013683478,0.761783772611363,0.8915835611083874,0.8130458567101332
modelvit,do0,NNGuide class avg,rew0,0.7617095083017315,0.7635193783273381,0.8324397119729431,0.7979978818997391,0.8050228340698373,0.8822990758766736,0.8245519726624149,0.8985608401321731,0.8729497747531665
