model,drop out,methods,reward,test,cifar100,tinyimagenet,lsun resize,isun,places365,lsun cropped,textures,svhn
modelvit,do0,Confidence,rew0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
modelvit,do1,KPCA RecError class avg,rew0,0.6042737598511809,0.7514335999498545,0.8626378472075373,0.6977816314193268,0.7347370790386261,0.8009872568012965,0.45604304875127594,0.9334658972634408,0.7989186749197783
modelvit,do1,PCA RecError class avg,rew0,0.7670086140256299,0.9213054237206297,0.9672617299136096,0.9485809069168851,0.9565483168421952,0.9805912359898811,0.8552040188159225,0.9978285778948658,0.9585648967917955
modelvit,do1,GradNorm class avg,rew0,0.8380871358328955,0.874948464114761,0.9255092037648847,0.9314981846947831,0.9378908064602607,0.9153543100231095,0.9635597813118656,0.9905878313063663,0.982654834443205
modelvit,do1,CTM global,rew0,0.8507174527650768,0.9557988717557757,0.929650956430784,0.9674217551712682,0.9613876867505919,0.9670255210678619,0.9664804043806242,0.9928397238562813,0.97728064119048
modelvit,do1,CTM class,rew0,0.8552782327855818,0.9580376449606234,0.9324392952281254,0.9685219890853011,0.962338319034593,0.9687056891927254,0.967728586429001,0.9934873466045449,0.9773990915370414
modelvit,do1,CTM class pred,rew0,0.8554223235998618,0.9580327620283017,0.932435100527379,0.9685164974279491,0.9623330665076961,0.9687005093386232,0.9677214396457018,0.9934800095993339,0.9773942130638178
modelvit,do0,CTM class avg,rew0,0.8613651402013108,0.9565059356262656,0.9493263876017967,0.9528905351296277,0.952837205690216,0.984128759526385,0.9811161753844055,0.9992103832018389,0.9453181495745028
modelvit,do1,GradNorm class pred,rew0,0.8625956862451278,0.8983484684305856,0.9395185021239085,0.956719231969837,0.9577898064374853,0.9283623306906975,0.9834338050115938,0.9905926216303955,0.9890208877904586
modelvit,do1,REN,rew0,0.8633603912589966,0.6247724500714448,0.6054346192566608,0.6346638212513185,0.6254881166773167,0.566076486336218,0.5628235360439573,0.5167957642231891,0.5649545815584436
modelvit,do1,CTM,rew0,0.8679722683375113,0.9629869395478764,0.9404246235957455,0.9743234992233095,0.9683964082194597,0.97257051445652,0.971649561079093,0.9951508041616662,0.9822936488328967
modelvit,do0,GradNorm,rew0,0.8717162220527619,0.9407762859568972,0.9193194077349702,0.9739511043218995,0.9750526710257812,0.9721490306010532,0.9948846169679871,0.9986609817684382,0.9964651415419965
modelvit,do1,GradNorm global,rew0,0.8814928355122807,0.9191610431496589,0.9503465137239686,0.9623408887882887,0.9638253845647501,0.9450373284244634,0.9851918175127745,0.9939231766174619,0.9905492429807733
modelvit,do1,REN class,rew0,0.885904856281272,0.6376899434015282,0.6193117017849836,0.6502841519144841,0.6396263294786219,0.5829109022041685,0.5584310888677523,0.5174933104287414,0.5608043208975129
modelvit,do1,Residual,rew0,0.8864303467328721,0.9774872814737687,0.9868039350998528,0.9890752600682999,0.987845319095784,0.9937678467320203,0.9336931997084527,0.9993572393459113,0.9608521321909957
modelvit,do1,Maha,rew0,0.8974614961894274,0.9793737336938989,0.980602049054385,0.9869757732098036,0.9846066304792178,0.9909541595082014,0.9334916518300623,0.9986915275720956,0.9520116398994067
modelvit,do1,Maha class avg,rew0,0.8976450094705435,0.9794684513103151,0.9771767261093208,0.9844986305505465,0.9815934471839867,0.9899327788743688,0.9330510437762174,0.998348209022884,0.9506205794531978
modelvit,do1,Maha global,rew0,0.8982426701495283,0.9755706622549016,0.9562193695342603,0.977289271964316,0.9709097024890067,0.9802314355464384,0.9301341075191788,0.9921876531995814,0.9446561333741021
modelvit,do1,REN class avg,rew0,0.9015386983831026,0.6484132039223096,0.6279461290129804,0.6740112201985266,0.6620597428173717,0.56718568995357,0.5996425217485897,0.49040940335202465,0.6120483060318115
modelvit,do1,REN global,rew0,0.9020554741085359,0.5866060284648605,0.558379885430575,0.6066813661079,0.5945442749459457,0.5081245534774187,0.4888237916323773,0.4057124876023946,0.49061611049052756
modelvit,do1,fDBD global,rew0,0.9039836395842649,0.9670076388706013,0.9501209600868759,0.9850564782024869,0.9799907474476275,0.9698158412845158,0.9890784494822406,0.9973777161426997,0.9934020022565134
modelvit,do1,fDBD class pred,rew0,0.9053865713283921,0.9689642413654702,0.9514054116893487,0.9840911264942642,0.9789968277529605,0.9716683549869293,0.9879369948395273,0.9974463629449352,0.9928217366943454
modelvit,do1,fDBD class avg,rew0,0.9067193559926761,0.9686996421974536,0.952209657698887,0.9859434913142545,0.9809310387274272,0.9712821773852159,0.9905056516872797,0.99762447224289,0.9940265440886291
modelvit,do1,Maha class pred,rew0,0.9095370979455207,0.9798657658027701,0.9674388048274303,0.9808686566022023,0.9768490986760586,0.9863755370617877,0.9162009797602055,0.9950416181014126,0.9199723266951224
modelvit,do1,REN class pred,rew0,0.9134349367881563,0.6904810241332088,0.6722598598361306,0.710851793797425,0.7045026062128306,0.5960714154240253,0.6500495709958016,0.5245007285964112,0.6698266654045456
modelvit,do1,fDBD,rew0,0.9135005834080714,0.9725817318055865,0.9575684988720374,0.9872961717091201,0.982815214961458,0.9757153594948443,0.9896094618885656,0.9980651700802078,0.994235156481721
modelvit,do1,pNML global,rew0,0.9220210767813508,0.9810452915346481,0.9690843549592216,0.9844131441505877,0.9806846665407122,0.9820266328938239,0.9770697302166156,0.9962485202332573,0.9926457892851517
modelvit,do1,pNML class avg,rew0,0.9223846352752487,0.9817858905304403,0.9781646223878925,0.9836711050544716,0.9822313411696688,0.9876466329990008,0.9727217122497844,0.9978451736087675,0.9902309789426049
modelvit,do1,Energy class avg,rew0,0.9236649359782356,0.9723358419858503,0.9601656782600261,0.9825417251258068,0.9792570147941454,0.9731777736979149,0.9919279105524715,0.997453045084719,0.9944982492326098
modelvit,do1,MLS class avg,rew0,0.9257493791574211,0.9721772129639206,0.9599669354559582,0.9823231331410934,0.9790284176763182,0.9730169187219099,0.9916185567374516,0.99727575847047,0.994257623201406
modelvit,do1,Energy,rew0,0.9269120773921948,0.9750145760986401,0.9597083256791494,0.9833993944103891,0.9793218987804309,0.973484886320594,0.9934908784835905,0.997435848876292,0.9956829985146178
modelvit,do1,Energy class pred,rew0,0.9276180203059026,0.9748116454111437,0.9605397497900267,0.9835180632858203,0.9796772076578459,0.9735454177494896,0.9935530223392652,0.9974749549626762,0.9957094171577815
modelvit,do1,Energy class,rew0,0.9276476483993428,0.9748046094198797,0.9605427627881236,0.9835209451984911,0.9796799444169807,0.9735406957462576,0.9935758363311569,0.9974755979585387,0.99573456047294
modelvit,do1,MLS,rew0,0.9285073774005361,0.9748575845284343,0.9595312198886912,0.9831979275962937,0.9791132970946226,0.9733424337694789,0.9932196642246796,0.9972919471015386,0.9954747468400456
modelvit,do1,pNML,rew0,0.9286236405578187,0.9842514219930989,0.9899354665369564,0.9937284919173234,0.9926251748160201,0.9937400828699923,0.9863991592202425,0.9995818294019596,0.996469822776838
modelvit,do1,MLS class,rew0,0.9291250188390731,0.974653277612054,0.9603614504657163,0.983314707180942,0.9794661187804825,0.9733974628140045,0.9933051349903224,0.9973258129378492,0.9955134580535064
modelvit,do1,MLS class pred,rew0,0.92913969423061,0.9746501549574058,0.9603578363262264,0.9833105800523038,0.9794624722994602,0.9733940806085899,0.9932999936014391,0.997321012481199,0.9955080237042472
modelvit,do1,ViM,rew0,0.9304363821390249,0.9843531988575307,0.987602962284306,0.9932269446645886,0.99172251955221,0.9930281180843394,0.9840581768572744,0.9995277646976657,0.9920885682367485
modelvit,do1,Energy global,rew0,0.931072639061467,0.9756730139687587,0.9616318451773977,0.984170867677391,0.9803623575870917,0.9740347916776564,0.9935059636404917,0.9974928948276268,0.9957124811190109
