model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,KPCA RecError class avg,rew2.2,0.22020406423310873,0.08674381661429326,0.07011141104884025,0.0456433507631811,0.044890337225102384,0.10742069732617343,0.06147110372214928,0.1661869353072523,0.09408458411789912
confidnet,do1,PCA RecError class avg,rew2.2,0.3419424907841918,0.10285064429362512,0.10693565858403857,0.06854626454714766,0.06904304050346291,0.2617126316296032,0.026593929507499902,0.23290801389149451,0.0344668797000854
confidnet,do1,pNML class avg,rew2.2,0.35281098819944795,0.19516969269860263,0.20558079243480143,0.1968522620804108,0.19776875719169462,0.3263970948474801,0.11500629156074309,0.3319153430938357,0.12170042996935031
confidnet,do1,Residual,rew2.2,0.5626218795662686,0.29903294036501904,0.34220493758737325,0.4089240859643778,0.3460904754141651,0.5519969870295391,0.1719638431304113,0.26763283623907774,0.15806798828619714
confidnet,do1,Maha,rew2.2,0.5730735086341767,0.35915727887412785,0.40447914857222206,0.4608322382037307,0.3996869762890925,0.5752972904270958,0.20409634239368085,0.33362669480394724,0.22206842285092754
confidnet,do1,pNML global,rew2.2,0.6228343491127972,0.3893161519389574,0.41918871180474626,0.43095855376786574,0.41867473462169347,0.6391092089463495,0.2334123263466381,0.4340338099020018,0.1896680923341013
confidnet,do0,pNML class pred,rew2.2,0.6798549343157546,0.6598449966094123,0.6809436484295527,0.7084080747194145,0.7024167045805557,0.716124667446685,0.6487095028441642,0.6830910765631149,0.6276747983643106
confidnet,do0,Maha class pred,rew2.2,0.6983995679854446,0.7748466324937378,0.7929494176646157,0.823190401802395,0.8182622988731147,0.7255333736209437,0.9224489388767759,0.7653013485159696,0.8445865901286946
confidnet,do0,Maha class avg,rew2.2,0.7004193354538637,0.7311919931483788,0.7492968227308394,0.8067947504564905,0.8000555510076884,0.7222469243692485,0.8685204151715954,0.7237957992989271,0.7346546578699532
confidnet,do0,GradNorm class avg,rew2.2,0.719342372555177,0.677130499472454,0.6702310149262386,0.6366973526091744,0.6600904081035106,0.7780690349815618,0.3715378109745223,0.6790918899384215,0.495169741713876
confidnet,do0,pNML,rew2.2,0.7248943047282418,0.644797857196235,0.6813471813527024,0.7641944504840943,0.7468893692496446,0.7616613339707641,0.5786279252520065,0.6341501076826431,0.5020452398037112
confidnet,do0,Maha global,rew2.2,0.7280250216306371,0.7769638082417283,0.7931178683548473,0.8315610735967448,0.8275950292732382,0.7556793717782091,0.8909183670790572,0.765263338011793,0.7882213231278897
confidnet,do0,PCA RecError global,rew2.2,0.7321126334398265,0.6873599219553292,0.7271332598396633,0.8049619594141959,0.7908033737199717,0.771091535265559,0.6802237197052116,0.6947019078779825,0.6010977812005035
confidnet,do0,GradNorm,rew2.2,0.7421287940799931,0.7333111690486365,0.7407054337143457,0.7124560229746966,0.7265573606333334,0.7994886600212011,0.4650223290657081,0.6854984126052885,0.5639400731529804
confidnet,do0,GradNorm global,rew2.2,0.7451786315155772,0.7387827017043993,0.7471841121548949,0.7212894485795645,0.7339959302416861,0.8033168706029213,0.48789709067796566,0.6810813463186524,0.5738805902735427
confidnet,do0,GradNorm class pred,rew2.2,0.7475774818429777,0.7547518706669512,0.765436215413403,0.7483733366066729,0.7593963812741391,0.8118634840111356,0.5438331796542356,0.6950507377817583,0.5883128700961934
confidnet,do1,ViM,rew2.2,0.7605147661487062,0.7215885693603576,0.7563575096866448,0.7875159495663666,0.7600023619096058,0.8228357537464562,0.6426538140304603,0.6429633695470555,0.5773343138530347
confidnet,do0,Energy class avg,rew2.2,0.7950068371233675,0.8377158276487056,0.8481895585244009,0.8562768268108669,0.8627045399742812,0.865687627601023,0.8009526956381947,0.8068828782307891,0.7575512435360152
confidnet,do0,KPCA RecError class,rew2.2,0.79924971387702,0.8689806242009877,0.8952842870683704,0.9303613792377619,0.9286203211446908,0.8769518921964302,0.8779338758019855,0.8668781048277543,0.8497112817527102
confidnet,do0,GE class avg,rew2.2,0.8058853767173464,0.8445975551373766,0.8545774184446874,0.8601428928195392,0.8666160817646353,0.8686177412602557,0.8190207531465553,0.811557091435627,0.771877210142299
confidnet,do0,PCA RecError class,rew2.2,0.8071052235701843,0.880845181076997,0.9119190689751697,0.9477767305557453,0.9440094699422883,0.8888798013433602,0.9012286814312411,0.867962138342069,0.8657285763507492
confidnet,do0,MLS class avg,rew2.2,0.8087930827346295,0.8540942969841753,0.8637458757557072,0.8672329024748459,0.8735833990868193,0.8737480026906728,0.8336922196610942,0.8158626667042377,0.7845446627111086
confidnet,do0,NNGuide class avg,rew2.2,0.8098803018413593,0.8966697951465694,0.9134059917773127,0.9353479836593097,0.9361091295012468,0.8917734933322343,0.925929362521053,0.8673877955974296,0.8504734734580419
confidnet,do0,KPCA RecError class pred,rew2.2,0.809981882416704,0.8843779473003662,0.9105445349539775,0.9372481716311588,0.9351303191170637,0.885179922854498,0.9037744043314667,0.8760491201149723,0.8870599237116753
confidnet,do0,PCA RecError class pred,rew2.2,0.8151440340904182,0.8904149346597109,0.9199323405229993,0.9485982499501467,0.9454341795926761,0.8930543832788832,0.9154094674825848,0.8756585635771957,0.8927669665863011
confidnet,do0,Energy class,rew2.2,0.8263446680072608,0.8763368145089963,0.89275891706729,0.8960842612534249,0.8980821423735597,0.8852920890030334,0.8587829821435587,0.8209322114958464,0.8273349782383974
confidnet,do0,Energy,rew2.2,0.8268993427115279,0.8786269826914624,0.8956088560187163,0.9004484347907091,0.9022206908041914,0.8867095087854674,0.8646275269021915,0.8229663665114717,0.8298091606041543
confidnet,do0,Energy global,rew2.2,0.8269214421002365,0.8786206050258103,0.8956114805306308,0.9004185688119846,0.9021753573154545,0.8866743799189708,0.8646362270841557,0.8228461172236846,0.8295635422711751
confidnet,do0,KPCA RecError global,rew2.2,0.8279679321499938,0.890583514799987,0.9195496744969605,0.9214223392057855,0.917055741294212,0.8656706497320655,0.9530327504293847,0.7997273366256656,0.893943250327589
confidnet,do0,PE class avg,rew2.2,0.8285872176006558,0.862357680857819,0.8710450475856606,0.86920715555541,0.875351501903683,0.8753614196156712,0.8543193093912596,0.8206497756224177,0.8075009277932386
confidnet,do0,Energy class pred,rew2.2,0.8289547480253804,0.8819726910445572,0.8989542516879816,0.9040708248472897,0.9058015963415998,0.8887013327629406,0.8703883973176023,0.8263021589793876,0.8353606519634328
confidnet,do0,GE,rew2.2,0.8317775889922305,0.8788570851336216,0.895677129664656,0.9001375464502195,0.901902696241413,0.8864949885815478,0.86710002925634,0.8244374293957284,0.831635653284583
confidnet,do0,GE global,rew2.2,0.8318550018675728,0.8788793078386854,0.8957102802907645,0.9001305062856797,0.901881846950956,0.8864722514393814,0.8671691461082925,0.8243370868058397,0.8314423638092325
confidnet,do0,GE class,rew2.2,0.8319913207765337,0.8787180823364753,0.8951444155125582,0.8997479057272116,0.9018009940678331,0.8866647216472539,0.8686940018323639,0.8244667570100315,0.8317014301350945
confidnet,do0,GE class pred,rew2.2,0.8324498053954917,0.8814307758201622,0.8983518698952244,0.9033647899553658,0.9050718181431447,0.8882348093247892,0.8704848542769114,0.826559840215562,0.8353026064666725
confidnet,do0,REN class avg,rew2.2,0.8332686389203403,0.8743738224904778,0.8830190347470588,0.88122237604546,0.8871794803088425,0.8785295071512463,0.8786244798803011,0.8232586079514945,0.8221789819231653
