model,drop out,methods,reward,run,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-EMSR,rew2.2,1,0.0230305989950047,0.1546293914278556,0.1496926829485692,0.1512635479681252,0.1398716283169299,0.1661114008313847,0.133544854811671,0.1119800380157291,0.2999846336450715
confidnet,do1,MCD-EMSR,rew2.2,3,0.0193175178227159,0.1550951465008405,0.1465740785910345,0.1441531139183851,0.1251276829988856,0.1525991701579233,0.1252240592711219,0.1144932528313182,0.295642352970333
confidnet,do1,MCD-EMSR,rew2.2,5,0.0164997197516128,0.1454747525446742,0.1346892165055306,0.1368905241134979,0.1245641602500615,0.1531007803490295,0.1198287359453867,0.1078354720772996,0.3073287890945441
confidnet,do1,MCD-EMSR,rew2.2,4,0.0204524926965359,0.1533465680733753,0.1463372543405972,0.1524982450865113,0.1383034645159478,0.1562550283653963,0.1191611270061462,0.1071404520310081,0.2622725727650429
confidnet,do1,MCD-EMSR,rew2.2,2,0.0189323152546757,0.1634685811557842,0.1546013362229184,0.1565731501345728,0.1397926054863086,0.1637327006954405,0.1281963327702297,0.1192374702889071,0.283592501477846
confidnet,do1,MCD-MSR,rew2.2,1,0.0305976508268665,0.1004314804169066,0.0924765966263074,0.0936083468173535,0.0866493282722823,0.1110061985605471,0.0832598179379636,0.0688339956595122,0.2442461300059945
confidnet,do1,MCD-MSR,rew2.2,3,0.0357688690928984,0.1032145840384859,0.091866624258682,0.0882490900927165,0.0761909069016859,0.0987853321668713,0.07718423724151,0.0723312138229385,0.2417580326145786
confidnet,do1,MCD-MSR,rew2.2,5,0.0343912583582423,0.0958259597421719,0.0836150214849598,0.0823823593282458,0.0767062659105892,0.0992832750731866,0.0746642386414191,0.0654076812003024,0.2531261430338397
confidnet,do1,MCD-MSR,rew2.2,4,0.0372850721471405,0.1003590898020749,0.091053882030454,0.0945169876676018,0.0833685095596289,0.1020390426382513,0.0726858610702939,0.065235831153575,0.2102953591767745
confidnet,do1,MCD-MSR,rew2.2,2,0.0313231955647337,0.10860177789997,0.0974513566946828,0.0990372277559796,0.0880586732964185,0.1086519882078766,0.0799976668531149,0.0764850878706812,0.2266520114813623
confidnet,do1,MCD-MSR global,rew2.2,1,0.0369581240901419,0.1345327887218481,0.1189235670225597,0.1257248057027896,0.1165534645929588,0.1475699691121389,0.1022742287212093,0.1114838388506332,0.281237404249039
confidnet,do1,MCD-MSR global,rew2.2,3,0.0337964356386355,0.1373957232539181,0.1136464817776467,0.122487252695631,0.0948863262136231,0.133248745757623,0.0929583600110868,0.1148142963820586,0.2791953911409813
confidnet,do1,MCD-MSR global,rew2.2,5,0.0368881345248687,0.1275936386251537,0.1066546707208684,0.0864171480410053,0.073857447016592,0.133699439392325,0.0830826270065274,0.1073791973228525,0.2869747420253935
confidnet,do1,MCD-MSR global,rew2.2,4,0.0359018585193271,0.134859430191636,0.1209989495200207,0.1203468885076319,0.1071481626255698,0.136635931210127,0.0862067215750883,0.1067931948580133,0.2401296942042795
confidnet,do1,MCD-MSR global,rew2.2,2,0.0394989068407875,0.1462556337278459,0.129561308902083,0.1329308067111958,0.1195351652840635,0.1447294269556724,0.0925606018576694,0.1195186512265169,0.2622400578716231
confidnet,do1,MCD-MSR class pred,rew2.2,1,0.0434357845518932,0.1551466380585299,0.1410214724120005,0.1491145622067511,0.1372730152358765,0.1635342059045943,0.1233843029050795,0.1282803010054848,0.3134407794521978
confidnet,do1,MCD-MSR class pred,rew2.2,3,0.0336652744217257,0.1531398398355798,0.1294468428217,0.1383020623851472,0.1094609439026419,0.1453691101310094,0.1070291395146706,0.1287451682614804,0.3029344071683043
confidnet,do1,MCD-MSR class pred,rew2.2,5,0.0348372234117505,0.1399104350537115,0.1194692766224969,0.1003494036453331,0.0860583806492205,0.1444139801518029,0.0938812992821525,0.1192865460027024,0.3014910170032396
confidnet,do1,MCD-MSR class pred,rew2.2,4,0.0361500164807068,0.1429459274866222,0.1290031136691765,0.1295575106591373,0.1155899904905208,0.1436637360310476,0.093127881800516,0.1140761760557619,0.247799521411814
confidnet,do1,MCD-MSR class pred,rew2.2,2,0.0403723155245052,0.1665199192308756,0.1505088076974773,0.1551060438842801,0.1387493436159096,0.1596708012763727,0.1101271563757757,0.1353519254719748,0.2917138014957738
confidnet,do1,MCD-MSR class,rew2.2,1,0.0418105815312797,0.1326829262909691,0.1166901224421999,0.1225909535898169,0.1126586562960431,0.1469707130205403,0.0998040003590817,0.1118087881444319,0.2776997737970245
confidnet,do1,MCD-MSR class,rew2.2,3,0.0347128885801123,0.1370499514881252,0.1127873367171257,0.119871208549479,0.0921772296510064,0.1327652492260448,0.0905051107706443,0.1152980802272749,0.2755297538716554
confidnet,do1,MCD-MSR class,rew2.2,5,0.0384871122917714,0.1268462183711969,0.1060480403988965,0.0841470119134342,0.0707545529240704,0.1328106096244776,0.0798088698124326,0.1078407928065115,0.2864896816560074
confidnet,do1,MCD-MSR class,rew2.2,4,0.0380366754491164,0.1345365227648942,0.1204069764462351,0.1190207925966057,0.1057302403605866,0.1362699982887125,0.0847297246888658,0.1070000018309189,0.2376824921830949
confidnet,do1,MCD-MSR class,rew2.2,2,0.0418653523608995,0.1457048985041777,0.1285529488789723,0.1303180851286476,0.1160401250033004,0.1443925135955228,0.089255965279209,0.1200305992761988,0.2578955138589464
confidnet,do1,MCD-Confidence,rew2.2,1,0.0983135614241991,0.0536250810844507,0.0757228811050418,0.0697157858501134,0.0687786291552338,0.0436078522497174,0.0777050727898867,0.0308290150813063,0.1484427750534432
confidnet,do1,MCD-Confidence,rew2.2,3,0.102645017956073,0.0520027251587168,0.0717369587788099,0.069814845237027,0.074673084722062,0.0493665671354438,0.0764098264282026,0.0337253027341464,0.1523387018399523
confidnet,do1,MCD-Confidence,rew2.2,5,0.1017767528523173,0.0506814734851835,0.0718526252696484,0.0860137084887931,0.0870005488575189,0.0449351912724479,0.0830681571906817,0.0353759056364132,0.159811922043983
confidnet,do1,MCD-Confidence,rew2.2,4,0.1030039308837925,0.0499269941472038,0.0697394876173296,0.0739766525022201,0.0748734830108446,0.0406625187857164,0.0769726429366676,0.0393418659323789,0.1208875742776222
confidnet,do1,MCD-Confidence,rew2.2,2,0.1036042958392451,0.0524278825136286,0.0729331606244958,0.0739841398063548,0.0684570855114875,0.0416617208911692,0.0774672387653392,0.0329408984121982,0.1357237471943278
confidnet,do1,MCD-CTM global,rew2.2,1,0.1162406867163048,0.2288549728717466,0.2608967691639203,0.2604593327456528,0.257623814084239,0.2269131591515557,0.2638527984588514,0.1560316792752129,0.327403850185173
confidnet,do1,MCD-CTM global,rew2.2,3,0.114629843008187,0.2229061947667632,0.2593941743098224,0.254794506458719,0.2548171108348742,0.224884286629872,0.2574357384697079,0.154064073484701,0.3304769370379412
confidnet,do1,MCD-CTM global,rew2.2,5,0.1181735131955808,0.2243835361288128,0.254310195614057,0.2673307441840382,0.2632210765761244,0.2227830354886698,0.2568893864644874,0.1510239896602077,0.3495048512326674
confidnet,do1,MCD-CTM global,rew2.2,4,0.1182906409502029,0.2230392339173939,0.2583056760729261,0.2622545363439354,0.2563345768151653,0.2229303918800476,0.25562856069574,0.1562137608837945,0.3171996716091411
confidnet,do1,MCD-CTM global,rew2.2,2,0.1112063880976703,0.226339761378188,0.2581935369994663,0.2619165435640543,0.2564843411429185,0.2227162972234169,0.255266720783406,0.1531381011772383,0.3274251323084419
confidnet,do1,MCD-CTM,rew2.2,1,0.1169757851213216,0.2284172980352634,0.2604402291657191,0.2610634408335665,0.2580396998137383,0.2264800403119865,0.2639468815791427,0.1566216668830867,0.3266975971908238
