model,drop out,methods,reward,test,cifar10,tinyimagenet,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do0,MSR global,rew2.2,0.09762377993893387,0.3991089474419121,0.4556305429730867,0.4605579293367164,0.43355312859899486,0.3945427144356437,0.45925280407741925,0.2724112297780398,0.5885384747335418
confidnet,do0,MSR class pred,rew2.2,0.10076517951479132,0.40638993352304487,0.47142641686430736,0.47957876951009454,0.45785215019475406,0.4205208916367019,0.4826932903914683,0.30449934108415283,0.6076350978481004
confidnet,do0,MSR class,rew2.2,0.10238144241994125,0.4013279520456187,0.4576408161808992,0.46110852505285954,0.43674325631235933,0.4045479240523432,0.4624599635603642,0.2722075167898416,0.5890269789396431
confidnet,do0,MSR,rew2.2,0.10396041661880014,0.3952650462999152,0.45087255397867254,0.4593454821286353,0.4335530156428364,0.39716285894206893,0.4620112022377539,0.2748666578882821,0.588989331153164
confidnet,do0,MSR class avg,rew2.2,0.11024423139680069,0.3953419046349616,0.4310923456611139,0.4337584484071605,0.41421878919126265,0.39470228643463967,0.41550672053349674,0.26007345700731016,0.5668279449405574
confidnet,do1,MSR class pred,rew2.2,0.110909952210999,0.4109765486320088,0.3123798673364034,0.36499842902331314,0.34455898479304414,0.433581394209208,0.3554948387287659,0.3028564394561755,0.6694306094663205
confidnet,do1,Confidence,rew2.2,0.16895580478180006,0.5184396894037122,0.44929530606847645,0.502722958896367,0.4737311310103517,0.5221633655042959,0.4663256298064815,0.37488706727369214,0.7392495927360666
confidnet,do1,MSR global,rew2.2,0.17819901066500904,0.4087954417295977,0.30447896611959785,0.3598274692655923,0.3316572915104879,0.42363294039975796,0.3468657687605596,0.41544140021064296,0.6708948128764203
confidnet,do1,MSR,rew2.2,0.1807281924206757,0.41203133385155466,0.3048962639522354,0.3620571263766135,0.3346351350661811,0.4268851374719594,0.3505951547652903,0.412496929656556,0.6702778807171714
confidnet,do1,MSR class,rew2.2,0.1841104976287635,0.4282683895253728,0.28598591758413294,0.34777193076178914,0.3275001261078206,0.432949340942759,0.35302451462862805,0.4398909893085225,0.6785499209132879
confidnet,do0,Confidence,rew2.2,0.20973445137052,0.5111317959273348,0.5671347643425735,0.5748995641780077,0.5550679404028492,0.5360615007088225,0.585020829561255,0.4370382798225624,0.7318991216969666
confidnet,do1,MSR class avg,rew2.2,0.22111670093627106,0.4095904386624061,0.3110515777804038,0.36216865648296187,0.32603335997414484,0.4154305470388836,0.35038886166886396,0.49626040800327464,0.6853559891163399
confidnet,do1,fDBD class avg,rew2.2,0.22788726995856906,0.4045979178783944,0.4203902430038018,0.41876963818238744,0.4093605707632008,0.4064953928127191,0.4119352057735933,0.4496955051882849,0.526284088867415
confidnet,do0,MLS global,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.5270943759940891,0.7939250148213354
confidnet,do0,NNGuide global,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,NeCo,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.454949435329833,0.7939250148213354
confidnet,do0,GradNorm,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,NNGuide class avg,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,NNGuide,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,Energy global,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,NNGuide class pred,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,GradNorm global,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,GradNorm class avg,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
confidnet,do0,GradNorm class pred,rew2.2,0.24922222222222218,0.5967661724114098,0.5967661724114098,0.5967661724114098,0.5691245348608567,0.5967661724114098,0.5967661724114098,0.45494967147863025,0.7939250148213354
