feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.8421052631578947,0.75,0.5263157894736842
PCA-3,3,0.8421052631578947,0.75,0.5263157894736842
"Top-2 RF (w_etf_diff, cdnv_score)",2,0.7894736842105263,0.6875,0.5263157894736842
"Top-3 RF (w_etf_diff, cdnv_score, wM_etf_diff)",3,0.7368421052631579,0.5625,0.5263157894736842
All 13 (tree),13,0.7894736842105263,0.6875,0.5263157894736842
All 13 (RF),13,0.7368421052631579,0.5625,0.5263157894736842
