baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.3888888888888889,0.6666666666666666,0.5535714285714286,2,0.0,0.0,group_near,18,4,3,3
