feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.5636363636363636,0.5825424575424576,0.4727272727272727
PCA-3,3,0.3090909090909091,0.4753163503163503,0.4727272727272727
"Top-2 RF (equinorm_wc, equinorm_uc)",2,0.5454545454545454,0.6026473526473527,0.4727272727272727
"Top-3 RF (equinorm_wc, equinorm_uc, var_collapse)",3,0.5818181818181818,0.668123543123543,0.4727272727272727
All 13 (tree),13,0.509090909090909,0.6338245088245088,0.4727272727272727
All 13 (RF),13,0.7272727272727273,0.6486013986013986,0.4727272727272727
