baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.6842105263157895,0.7894736842105263,0.7564102564102564,5,0.42105263157894735,0.3076923076923077,group_far,19,2,3,3
