baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.35,0.45,0.5095238095238096,2,0.1,0.06666666666666667,group_near,20,5,3,3
