baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.4444444444444444,0.7222222222222222,0.6875,3,0.0,0.0,group_near,18,4,3,3
