baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.2777777777777778,0.7222222222222222,0.6666666666666667,2,0.0,0.0,group_far,18,5,3,3
