baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.47368421052631576,0.6842105263157895,0.6666666666666666,2,0.0,0.0,group_all,19,4,3,3
