feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,1.0,1.0,0.4117647058823529
PCA-3,3,1.0,1.0,0.4117647058823529
"Top-2 RF (equinorm_wc, max_equiangular_wc)",2,0.9411764705882353,0.9444444444444445,0.4117647058823529
"Top-3 RF (equinorm_wc, max_equiangular_wc, equiangular_wc)",3,0.9411764705882353,0.9444444444444445,0.4117647058823529
All 13 (tree),13,1.0,1.0,0.4117647058823529
All 13 (RF),13,0.9411764705882353,0.9444444444444445,0.4117647058823529
