feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.8823529411764706,0.75,0.4117647058823529
PCA-3,3,0.8823529411764706,0.75,0.4117647058823529
"Top-2 RF (equinorm_wc, self_duality)",2,0.7647058823529411,0.6642857142857144,0.4117647058823529
"Top-3 RF (equinorm_wc, self_duality, max_equiangular_wc)",3,0.8823529411764706,0.75,0.4117647058823529
All 13 (tree),13,0.8823529411764706,0.75,0.4117647058823529
All 13 (RF),13,0.8235294117647058,0.7,0.4117647058823529
