feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.7894736842105263,0.8012820512820513,0.6842105263157895
PCA-3,3,0.7894736842105263,0.7564102564102564,0.6842105263157895
"Top-2 RF (wM_etf_diff, max_equiangular_wc)",2,0.8947368421052632,0.8782051282051282,0.6842105263157895
"Top-3 RF (wM_etf_diff, max_equiangular_wc, M_etf_diff)",3,0.8947368421052632,0.8782051282051282,0.6842105263157895
All 13 (tree),13,0.8421052631578947,0.8397435897435898,0.6842105263157895
All 13 (RF),13,0.8421052631578947,0.7948717948717949,0.6842105263157895
