feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.6666666666666666,0.5535714285714286,0.3888888888888889
PCA-3,3,0.6666666666666666,0.5535714285714286,0.3888888888888889
"Top-2 RF (wM_etf_diff, w_etf_diff)",2,0.7777777777777778,0.6517857142857143,0.3888888888888889
"Top-3 RF (wM_etf_diff, w_etf_diff, M_etf_diff)",3,0.7777777777777778,0.6785714285714286,0.3888888888888889
All 13 (tree),13,0.7777777777777778,0.6517857142857143,0.3888888888888889
All 13 (RF),13,0.7777777777777778,0.6785714285714286,0.3888888888888889
