baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.4117647058823529,0.8823529411764706,0.75,2,0.11764705882352941,0.1,group_mid,17,4,3,3
