baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.3333333333333333,0.5,0.4533333333333333,2,0.05555555555555555,0.03333333333333333,group_mid,18,5,3,3
