baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.5882352941176471,0.8235294117647058,0.85,3,0.058823529411764705,0.08333333333333333,group_all,17,3,3,3
