baseline_accuracy,kfold_accuracy,kfold_balanced_accuracy,kfold_n_folds,lodo_accuracy,lodo_balanced_accuracy,label,n_models,n_classes,n_pca_components,max_depth
0.4117647058823529,1.0,1.0,4,0.11764705882352941,0.1111111111111111,group_all,17,3,3,3
