feature_set,n_features,kfold_accuracy,kfold_balanced_accuracy,baseline
PCA-2,2,0.7222222222222222,0.6333333333333333,0.2777777777777778
PCA-3,3,0.7222222222222222,0.6666666666666667,0.2777777777777778
"Top-2 RF (w_etf_diff, equinorm_wc)",2,0.6111111111111112,0.5266666666666666,0.2777777777777778
"Top-3 RF (w_etf_diff, equinorm_wc, max_equiangular_uc)",3,0.6666666666666666,0.5666666666666667,0.2777777777777778
All 13 (tree),13,0.6111111111111112,0.5866666666666667,0.2777777777777778
All 13 (RF),13,0.8333333333333334,0.7666666666666667,0.2777777777777778
