dataset,architecture,study,dropout,run,reward,lr,model_opts,temperature,raw_entropy_mean,raw_entropy_std,raw_entropy_p50,raw_maxprob_mean,raw_maxprob_std,raw_maxprob_p50,raw_margin_mean,raw_margin_std,raw_margin_p50,raw_logitnorm_mean,raw_logitnorm_std,raw_logitnorm_p50,raw_kl_uniform_mean,raw_kl_uniform_std,raw_kl_uniform_p50,raw_top23margin_mean,raw_top23margin_std,raw_top23margin_p50,raw_top34margin_mean,raw_top34margin_std,raw_top34margin_p50,scaled_entropy_mean,scaled_entropy_std,scaled_entropy_p50,scaled_maxprob_mean,scaled_maxprob_std,scaled_maxprob_p50,scaled_margin_mean,scaled_margin_std,scaled_margin_p50,scaled_logitnorm_mean,scaled_logitnorm_std,scaled_logitnorm_p50,scaled_kl_uniform_mean,scaled_kl_uniform_std,scaled_kl_uniform_p50,scaled_top23margin_mean,scaled_top23margin_std,scaled_top23margin_p50,scaled_top34margin_mean,scaled_top34margin_std,scaled_top34margin_p50,logit_classmean_cv_norm,logit_classmean_cos_mse,logit_classmean_cos_max_dev,logit_classmean_cos_mean,logit_within_between_ratio,logit_classmean_mean_norm,n_classes_seen,logit_cov_participation,logit_cov_effrank
cifar100,ViT,vit,False,0,0.0,0.01,_RW0_RF0_ASHNone,3.498481273651123,0.11948355393972976,0.27947281225720916,0.0001009258510551621,0.9555849593197103,0.1165035372426337,0.9999923918801943,12.88423599609375,8.83292147107354,12.003861427307129,72.46354944115262,12.901562895079318,71.59205753038056,4.485686632048362,0.27947281225720916,4.60506921195048,3.3765564430618284,3.1761321612010462,2.4162187576293945,2.03192444314003,2.0312187431140645,1.3933658599853516,0.8779055435562533,0.9214226057042808,0.5019643218496737,0.7873661271809129,0.24853930654992942,0.9124256672422443,3.6828083342933655,2.524787408736135,3.4311635494232178,20.71285902967342,3.6877610269277126,20.46375347176233,3.7272646424318383,0.9214226057042808,4.103202314861039,0.9651492109918595,0.9078602717875841,0.6906478404998779,0.580801863617897,0.580600147627905,0.39827728271484375,0.10854110343800825,0.05781359692247871,0.8641064661597637,-0.00960805182787923,1.1648049625416899,48.15153856687165,100.0,21.69224053618156,37.41139191930874
cifar100,ViT,vit,False,1,0.0,0.01,_RW0_RF0_ASHNone,1.8705352544784546,0.08765478943108708,0.2929241393874579,0.00013981871988795382,0.9722003185152458,0.0996286188117641,0.9999901856475739,11.103620309729576,4.629086209539055,12.236363172531128,31.737879288033348,2.56068773503757,31.664566982202626,4.5175153965570045,0.2929241393874579,4.605030321609981,1.787127070183754,1.826218261992322,1.1710596084594727,0.855508607468605,0.9295724973623106,0.5535337924957275,0.35343088308380044,0.6808765476612467,0.06768342621493971,0.9238183739682237,0.16881877176481244,0.9927077581936494,5.936065777277946,2.474738819263739,6.541637182235718,16.967271379414914,1.3689598894829933,16.92807825614452,4.251739302904292,0.6808765476612466,4.537486206276991,0.9554094564914704,0.9763078543611403,0.6260559558868408,0.4573603224945068,0.49695534710291256,0.2959226369857788,0.06573847307852723,0.02821657073415509,0.7532283630256958,-0.010023511070918143,0.48987383671200685,25.60566418927147,100.0,31.61411416415458,50.063593794056736
cifar100,ViT,vit,False,2,0.0,0.01,_RW0_RF0_ASHNone,1.9506977796554565,0.08097484623776517,0.283193026486371,0.0001170572065062405,0.9738137598267433,0.09771345736206707,0.9999919172439589,11.310369900569915,4.593499323526458,12.424159526824951,31.45983435104779,2.6344151855473577,31.325431954816732,4.524195339750327,0.28319302648637096,4.605053109152882,1.796531670999527,1.8634437871653806,1.1599407196044922,0.8411350115060806,0.924858084444639,0.5382153987884521,0.36609362118853084,0.6743832559863603,0.0872348976257257,0.9231049321444995,0.16733497847093357,0.9904628423518634,5.798114920423031,2.354798047891854,6.36908483505249,16.127477398327972,1.350498889549516,16.05857775870759,4.239076564799561,0.6743832559863605,4.5179343419975275,0.9209687368845939,0.9552703691122578,0.5946285724639893,0.4311969902777672,0.47411654277712034,0.2759091854095459,0.07101736257487945,0.02874294414624246,0.6876357168090661,-0.01003506260370186,0.4620828311782102,25.710983137281218,100.0,29.27170748827158,48.68518278024735
cifar100,ViT,vit,False,3,0.0,0.01,_RW0_RF0_ASHNone,1.9103566408157349,0.08814930076862927,0.29123981224245354,0.00016929856934818203,0.9715765700740974,0.10088748257633104,0.9999877555680271,10.939689560322762,4.6238266379686,11.9508695602417,33.13906346368802,3.04596449086353,32.90165881993143,4.517020885219463,0.29123981224245354,4.605000885577774,1.8086317599630355,1.845914044447375,1.1938414573669434,0.8820361110258103,0.9383627804007726,0.580878734588623,0.3683443879510407,0.6722137409229549,0.08090414926117345,0.9202855775995821,0.17002332114994037,0.9910049087730524,5.726516885237694,2.4203996986292657,6.255831241607666,17.34705591405388,1.5944480862759272,17.22278366950752,4.236825798037051,0.6722137409229549,4.524264987745874,0.9467508427166939,0.9662667200965323,0.6249313354492188,0.4617127983832359,0.4911976954856952,0.30406808853149414,0.08612736667138364,0.0355228790452101,0.7555182625802249,-0.010011207946943745,0.5249239538947452,26.534283820368,100.0,25.630488507434972,45.791170043992764
cifar100,ViT,vit,False,4,0.0,0.01,_RW0_RF0_ASHNone,1.9141026735305786,0.08681530988125422,0.2914628602041702,0.00013652791824301285,0.9720274518908991,0.10021055083973045,0.999990391988639,11.138859940032958,4.657322999948197,12.230177402496338,32.26180547746118,2.899532954634538,32.03530285957256,4.518354876106838,0.2914628602041702,4.605033643690068,1.817563182001114,1.8565861975047688,1.2054047584533691,0.8704766082572937,0.9449375272041206,0.5627255439758301,0.3695416811199641,0.6891327005271182,0.07644596260718209,0.9211181905987749,0.1707658306008678,0.9916174626056579,5.819363869743347,2.4331625799337906,6.389509916305542,16.854793592572726,1.5148262401637813,16.7364599958594,4.235628504868128,0.6891327005271182,4.528711236538044,0.949564100291729,0.969951205588366,0.6297492980957031,0.4547700707411766,0.4936712852841749,0.2939891815185547,0.0849399714847841,0.0328131535282754,0.7285644073171393,-0.009987832474191783,0.4572460270887018,26.205705656022825,100.0,27.604556107302166,47.46801060858064
tinyimagenet,ViT,vit,False,0,0.0,0.01,_RW0_RF0_ASHNone,1.6647670269012451,0.8035909336596903,0.9586596976047419,0.3501372457583189,0.7813285375517406,0.26432206553774806,0.930262215682147,4.790055635795594,4.273886553429218,3.3097219467163086,38.788680421914464,3.192705693103057,38.63889115056487,4.494726432888346,0.9586596976047418,4.948174367797311,1.4530567733836175,1.594517954878251,0.9089179039001465,0.7731532823514938,0.8380474058626773,0.5052089691162109,1.7853329250046146,1.4746595837128198,1.5774180897680392,0.6149278168466493,0.33091262862431164,0.6546025267688925,2.87731289645195,2.567258050397103,1.9880993366241455,23.299764949134133,1.9178093041311899,23.209788803117387,3.512984441543422,1.4746595837128196,3.720891450839143,0.8728289004683495,0.9578024607778217,0.5459730625152588,0.4644213090276718,0.5034022135607121,0.30347132682800293,0.1688866739810397,0.07496383748414542,0.9584610918815931,-0.0033674283894954368,1.7587615573828517,22.318197438292813,200.0,24.414251520465555,56.30237141384633
tinyimagenet,ViT,vit,False,1,0.0,0.01,_RW0_RF0_ASHNone,1.6126693487167358,0.8313753452807783,0.9642398939503605,0.40008013615071486,0.7744299714028474,0.26583589035806227,0.9188927178194872,4.604142355411053,4.148000314341386,3.1846542358398438,38.80312589038361,3.1106130800249105,38.67477962769932,4.466942021267258,0.9642398939503605,4.898235030699728,1.4022941232323647,1.516690134550896,0.891746997833252,0.7657723661637306,0.8282913444365898,0.49959659576416016,1.7688836473414684,1.44522920372054,1.591188328242684,0.6152011607510398,0.3274239388423741,0.6492116908694037,2.85498224383831,2.5721331646900416,1.974771499633789,24.06142705054541,1.9288598014676406,23.981840715818297,3.529433719206568,1.4452292037205403,3.7069223931948465,0.869548445007801,0.9404842582541862,0.5529632568359375,0.4748477214968205,0.5136151095699867,0.30979490280151367,0.1720506466385343,0.07423398860058011,0.9668187911346038,-0.0037467888776776185,1.9747049358539006,21.429716872349854,200.0,26.085574148078493,59.78913670356876
tinyimagenet,ViT,vit,False,2,0.0,0.01,_RW0_RF0_ASHNone,1.6403741836547852,0.8035602612815561,0.9414353698752399,0.3754402169501917,0.7809859650699352,0.2611880800911652,0.9246921672698825,4.682429283630848,4.1918694630549425,3.236326217651367,38.72341746259635,3.293278091994684,38.579061605449255,4.49475710526648,0.9414353698752397,4.922861436369,1.4343540833997726,1.5687510635338822,0.9054937362670898,0.7703882704615593,0.8218226169425071,0.5051302909851074,1.7768599326013186,1.4456863770442823,1.611534885514779,0.6155022825470067,0.3262754747330174,0.6490965612209536,2.8544885243964195,2.5554349159540446,1.9729194641113281,23.606453849658294,2.0076383331717564,23.518452112439103,3.521457433946717,1.4456863770442825,3.6866227629787103,0.8744066424632072,0.9563373278286945,0.5520045757293701,0.4696417919743061,0.5009970438655033,0.3079359531402588,0.16544363139628687,0.07613458488906863,0.9685728509438075,-0.0032338985519566417,1.8939651309846937,21.78126157931213,200.0,25.268857508671868,58.71213071691407
tinyimagenet,ViT,vit,False,3,0.0,0.01,_RW0_RF0_ASHNone,1.6554667949676514,0.85673052031668,0.9752524130835132,0.4413119831793075,0.7676118463290538,0.26842910030054223,0.9073065941429443,4.527524085948468,4.137097489936839,3.0467987060546875,38.957216051285116,3.3115571597187907,38.79512476151276,4.441586846231356,0.9752524130835133,4.856972664212627,1.4016780856227875,1.5401727481094227,0.8744053840637207,0.7504735548400879,0.8082953943767706,0.4917879104614258,1.8692476088145702,1.4677537184679796,1.7730634160348555,0.5961616703152832,0.33072853222752463,0.6087260120152802,2.7348927195191384,2.4990519319039333,1.840446949005127,23.532465990500604,2.0003766725285805,23.434553273336263,3.429069757733466,1.4677537184679799,3.5252387150324473,0.8466965870797634,0.930355565710284,0.5281927585601807,0.45333047904372215,0.48825829402172416,0.29706907272338867,0.16844711280839153,0.07953087703556733,0.9595309540571413,-0.003386261916296537,1.9341735138548917,21.731605792812605,200.0,25.008373772398272,57.79697413496618
tinyimagenet,ViT,vit,False,4,0.0,0.01,_RW0_RF0_ASHNone,1.6274943351745605,0.8052503246794904,0.9573355120029408,0.3537011724103195,0.780678441897055,0.2639998666205708,0.9300721407892565,4.749791960248947,4.250808113858605,3.2971630096435547,38.66913256290647,3.0782513462449086,38.53867051556822,4.493067041868547,0.9573355120029409,4.944499644153069,1.45912281863451,1.5920671266671185,0.9107837677001953,0.7769374679660798,0.8382922402919524,0.5049829483032227,1.7347249552710649,1.456190271913606,1.4931913866656952,0.6228149871293879,0.3285106441816734,0.6705135863510131,2.918469120121002,2.6118727543906104,2.025913715362549,23.759918376959067,1.891405260360642,23.679757034440904,3.563592411276971,1.4561902719136057,3.805122993876382,0.8965455592632293,0.978232052874989,0.5596232414245605,0.4773825940930843,0.515081510449241,0.31028223037719727,0.178883399492714,0.06541042615087589,0.9607767129000646,-0.003230877419090335,1.8613274835755738,21.808515514014726,200.0,27.703809703097235,60.35681233628325
