dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.7586069945885627,0.0001,True,0.7702217896547691,0.01161479506620633
var_collapse,jaccard_top1,0.5525610057827888,0.0001,True,0.5584244626405142,0.00586345685772538
equiangular_uc,spearman_rank,0.6004228811998773,0.0001,True,0.7702217896547691,0.16979890845489176
equiangular_uc,jaccard_top1,0.5595413115657951,0.0001,True,0.5584244626405142,-0.0011168489252809666
equiangular_wc,spearman_rank,0.7320548924683927,0.0001,True,0.7702217896547691,0.038166897186376336
equiangular_wc,jaccard_top1,0.5575868259465534,0.0001,True,0.5584244626405142,0.0008376366939607527
equinorm_uc,spearman_rank,0.7933787709154116,0.0001,True,0.7702217896547691,-0.023156981260642584
equinorm_uc,jaccard_top1,0.5628918583416382,0.0001,True,0.5584244626405142,-0.004467395701124088
equinorm_wc,spearman_rank,0.855963244353046,0.0001,True,0.7702217896547691,-0.08574145469827699
equinorm_wc,jaccard_top1,0.5587036748718344,0.0001,True,0.5584244626405142,-0.0002792122313202139
max_equiangular_uc,spearman_rank,0.6145781119723626,0.0001,True,0.7702217896547691,0.1556436776824065
max_equiangular_uc,jaccard_top1,0.5603789482597559,0.0001,True,0.5584244626405142,-0.0019544856192417193
max_equiangular_wc,spearman_rank,0.6665485680462641,0.0001,True,0.7702217896547691,0.103673221608505
max_equiangular_wc,jaccard_top1,0.5584244626405142,0.0001,True,0.5584244626405142,0.0
self_duality,spearman_rank,0.8230556789387592,0.0001,True,0.7702217896547691,-0.05283388928399013
self_duality,jaccard_top1,0.5570284014839129,0.0001,True,0.5584244626405142,0.0013960611566012915
