method,nc_metric,rho,p,significant
CTM,var_collapse,0.38644207907764805,0.09236368894204962,False
CTM,equiangular_uc,0.8164380810021621,1.1299772097036977e-05,True
CTM,equiangular_wc,0.846529882241815,2.534066403838337e-06,True
CTM,equinorm_uc,0.7641733735859229,8.767960439993949e-05,True
CTM,equinorm_wc,0.36902050993890156,0.10934264334575977,False
CTM,max_equiangular_uc,0.8409866556976684,3.4138078736876848e-06,True
CTM,max_equiangular_wc,0.800600290876029,2.2369504083290926e-05,True
CTM,self_duality,0.48463637785967334,0.030341148188517266,True
CTMmean,var_collapse,0.8427701471197784,3.10553143103707e-06,True
CTMmean,equiangular_uc,0.5896359482546651,0.006215585682703834,True
CTMmean,equiangular_wc,0.5638677962743841,0.009613532928576767,True
CTMmean,equinorm_uc,0.3175545788158158,0.17246382882257882,False
CTMmean,equinorm_wc,-0.2516184252192144,0.28455008715290164,False
CTMmean,max_equiangular_uc,0.584330740494019,0.0068190456502618645,True
CTMmean,max_equiangular_wc,0.7738024462313794,6.260279689957918e-05,True
CTMmean,self_duality,0.29860740824207976,0.20095201519071607,False
CTMmeanOC,var_collapse,0.8558776601259641,1.4919734952420428e-06,True
CTMmeanOC,equiangular_uc,0.6085229462952334,0.004411581833027909,True
CTMmeanOC,equiangular_wc,0.577413917868669,0.007677124796650934,True
CTMmeanOC,equinorm_uc,0.31412531142921024,0.17740280821134727,False
CTMmeanOC,equinorm_wc,-0.2352146051764618,0.31814477772900684,False
CTMmeanOC,max_equiangular_uc,0.6054879191316662,0.004668013421367056,True
CTMmeanOC,max_equiangular_wc,0.7959358736455111,2.7044560626294788e-05,True
CTMmeanOC,self_duality,0.29743266202959046,0.20281556350011842,False
Confidence,var_collapse,0.25531035680728054,0.2773040384435392,False
Confidence,equiangular_uc,0.4856199961823941,0.029957370413468923,True
Confidence,equiangular_wc,0.45910408375433825,0.04172393851609275,True
Confidence,equinorm_uc,0.0075759749794445256,0.9747117019440659,False
Confidence,equinorm_wc,-0.11894280717727908,0.6174574119861588,False
Confidence,max_equiangular_uc,0.4742560337132273,0.03463064537520532,True
Confidence,max_equiangular_wc,0.23788561435455816,0.3125192845262089,False
Confidence,self_duality,0.813659712792342,1.2796273556594468e-05,True
Energy,var_collapse,-0.6099279481775429,0.00429687841081308,True
Energy,equiangular_uc,-0.6927481137295697,0.00071007493969127,True
Energy,equiangular_wc,-0.7198388220877093,0.00034568835059242204,True
Energy,equinorm_uc,-0.4466096777899014,0.04837669808967914,True
Energy,equinorm_wc,-0.023994627402923643,0.9200174834082989,False
Energy,max_equiangular_uc,-0.7175167613712973,0.00036884384349410924,True
Energy,max_equiangular_wc,-0.7554437530726927,0.000117442251767344,True
Energy,self_duality,-0.5232376814314962,0.01791170292236759,True
GE,var_collapse,-0.39798668582178476,0.08223275667633553,False
GE,equiangular_uc,-0.7163760344792125,0.0003806945244128357,True
GE,equiangular_wc,-0.6445065941269291,0.002158157395839536,True
GE,equinorm_uc,-0.7101937170295538,0.0004507181103555988,True
GE,equinorm_wc,-0.36089278112383205,0.11799072946989236,False
GE,max_equiangular_uc,-0.7326046177845669,0.00023926966313718355,True
GE,max_equiangular_wc,-0.7279678796973228,0.000274113702028688,True
GE,self_duality,-0.18701510285217848,0.42981532234574926,False
GEN,var_collapse,0.3300615521870048,0.15524941647423265,False
GEN,equiangular_uc,0.8552634216023542,1.546544983543659e-06,True
GEN,equiangular_wc,0.8087651428877878,1.5853519856258974e-05,True
GEN,equinorm_uc,0.5358736055137746,0.014877608728133417,True
GEN,equinorm_wc,0.19818938468503752,0.4022466948455462,False
GEN,max_equiangular_uc,0.8346822162696772,4.727663010866944e-06,True
