test,label,n_models,n_methods,r,p,significant
full_NC_vs_spearman_rank,group_far,20,22,0.7702217896547691,0.0001,True
full_NC_vs_jaccard_top1,group_far,20,22,0.5584244626405142,0.0001,True
full_NC_vs_jaccard_top3,group_far,20,22,0.6579029996861951,0.0001,True
full_NC_vs_jaccard_top5,group_far,20,22,0.6431685565132942,0.0001,True
