test,label,n_models,n_methods,r,p,significant
full_NC_vs_spearman_rank,group_near,20,22,0.6579236512363807,0.0001,True
full_NC_vs_jaccard_top1,group_near,20,22,0.44837227103654387,0.0001,True
full_NC_vs_jaccard_top3,group_near,20,22,0.5529375827373604,0.0001,True
full_NC_vs_jaccard_top5,group_near,20,22,0.582971491053124,0.0001,True
