dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.5790676995158042,0.0001,True,0.5763077056916042,-0.002759993824200002
var_collapse,jaccard_top1,0.42303425409729467,0.0002,True,0.42723310525458796,0.004198851157293293
equiangular_uc,spearman_rank,0.5718917155728843,0.0001,True,0.5763077056916042,0.004415990118719848
equiangular_uc,jaccard_top1,0.4309654173944041,0.0002,True,0.42723310525458796,-0.0037323121398161185
equiangular_wc,spearman_rank,0.5775814144104743,0.0001,True,0.5763077056916042,-0.0012737087188701146
equiangular_wc,jaccard_top1,0.4235007931147717,0.0002,True,0.42723310525458796,0.003732312139816285
equinorm_uc,spearman_rank,0.6019288464596445,0.0001,True,0.5763077056916042,-0.02562114076804034
equinorm_uc,jaccard_top1,0.4165027078526162,0.0003,True,0.42723310525458796,0.010730397401971736
equinorm_wc,spearman_rank,0.6202777752908943,0.0001,True,0.5763077056916042,-0.043970069599290174
equinorm_wc,jaccard_top1,0.4144032822739696,0.0003,True,0.42723310525458796,0.012829822980618355
max_equiangular_uc,spearman_rank,0.5743778970145249,0.0001,True,0.5763077056916042,0.0019298086770792588
max_equiangular_uc,jaccard_top1,0.4309654173944041,0.0002,True,0.42723310525458796,-0.0037323121398161185
max_equiangular_wc,spearman_rank,0.5743805214143577,0.0001,True,0.5763077056916042,0.0019271842772464742
max_equiangular_wc,jaccard_top1,0.4235007931147717,0.0002,True,0.42723310525458796,0.003732312139816285
self_duality,spearman_rank,0.6284055415731894,0.0001,True,0.5763077056916042,-0.05209783588158523
self_duality,jaccard_top1,0.39994057273218175,0.0005,True,0.42723310525458796,0.02729253252240621
