dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.24081199204727002,0.0089,True,0.17962829825581914,-0.06118369379145089
var_collapse,jaccard_top1,0.3778775709866798,0.0019,True,0.3513867887686652,-0.026490782218014597
equiangular_uc,spearman_rank,0.15749309342416656,0.0405,True,0.17962829825581914,0.022135204831652572
equiangular_uc,jaccard_top1,0.40206480692486707,0.0015,True,0.3513867887686652,-0.050678018156201876
equiangular_wc,spearman_rank,0.1704179814244367,0.0285,True,0.17962829825581914,0.009210316831382431
equiangular_wc,jaccard_top1,0.3266236662605211,0.0029,True,0.3513867887686652,0.02476312250814411
equinorm_uc,spearman_rank,0.20235751953204897,0.0182,True,0.17962829825581914,-0.02272922127622984
equinorm_uc,jaccard_top1,0.3963059412252986,0.0015,True,0.3513867887686652,-0.044919152456633415
equinorm_wc,spearman_rank,0.20821019996536477,0.013,True,0.17962829825581914,-0.028581901709545637
equinorm_wc,jaccard_top1,0.3085792204018734,0.0036,True,0.3513867887686652,0.04280756836679178
max_equiangular_uc,spearman_rank,0.14994759734982446,0.0476,True,0.17962829825581914,0.029680700905994672
max_equiangular_uc,jaccard_top1,0.4164619711737881,0.0014,True,0.3513867887686652,-0.06507518240512289
max_equiangular_wc,spearman_rank,0.16752401029238762,0.029,True,0.17962829825581914,0.01210428796343152
max_equiangular_wc,jaccard_top1,0.27498583715439107,0.0053,True,0.3513867887686652,0.07640095161427413
self_duality,spearman_rank,0.1798382598857139,0.0243,True,0.17962829825581914,-0.00020996162989475597
self_duality,jaccard_top1,0.3199049896110246,0.0029,True,0.3513867887686652,0.0314817991576406
