method,nc_metric,rho,p,significant
CTM,var_collapse,0.4456374518942713,0.04892657046311023,True
CTM,equiangular_uc,0.706350518988879,0.000499542021999766,True
CTM,equiangular_wc,0.5547731543989909,0.011123565802248178,True
CTM,equinorm_uc,0.3774276378288216,0.10088878418184488,False
CTM,equinorm_wc,0.6275302894021372,0.0030566661000029885,True
CTM,max_equiangular_uc,0.7222661422708173,0.00032281878871906385,True
CTM,max_equiangular_wc,0.7328765577921095,0.0002373494306803693,True
CTM,self_duality,0.8897591301426436,1.5212103079403584e-07,True
CTMmean,var_collapse,0.6122615878508134,0.004111815749676057,True
CTMmean,equiangular_uc,-0.5978286223803847,0.005370319718312878,True
CTMmean,equiangular_wc,0.489961196232971,0.02830884240561531,True
CTMmean,equinorm_uc,-0.8621797794177086,1.0220236055465515e-06,True
CTMmean,equinorm_wc,-0.6699934497325277,0.0012292527804666495,True
CTMmean,max_equiangular_uc,-0.5917515842875728,0.0059875089721899725,True
CTMmean,max_equiangular_wc,0.062289640451323444,0.7941820518690584,False
CTMmean,self_duality,-0.17623410469154926,0.45733510789326726,False
CTMmeanOC,var_collapse,0.6345148117065459,0.002655285424535639,True
CTMmeanOC,equiangular_uc,-0.6206540512566456,0.0034998792345467553,True
CTMmeanOC,equiangular_wc,0.4781962355215595,0.03295007084611249,True
CTMmeanOC,equinorm_uc,-0.8840084998047509,2.352375952618491e-07,True
CTMmeanOC,equinorm_wc,-0.6868776845172804,0.0008217970372117306,True
CTMmeanOC,max_equiangular_uc,-0.6067932908067454,0.004556253663227344,True
CTMmeanOC,max_equiangular_wc,0.030801689888667275,0.8974291102169815,False
CTMmeanOC,self_duality,-0.15092828045446965,0.5253203607719255,False
Confidence,var_collapse,-0.006844551771529827,0.9771525204646824,False
Confidence,equiangular_uc,-0.4114336120441819,0.07149777778977265,False
Confidence,equiangular_wc,-0.08593715002031894,0.7186647924593799,False
Confidence,equinorm_uc,-0.27454257661358533,0.24143233488856788,False
Confidence,equinorm_wc,-0.3711268071673951,0.10717823848622281,False
Confidence,max_equiangular_uc,-0.43729080762551675,0.05384649633203137,False
Confidence,max_equiangular_wc,-0.1232019318875369,0.6048229194079174,False
Confidence,self_duality,-0.5072573368455995,0.02243620879199019,True
Energy,var_collapse,-0.502154029487149,0.02405785759461614,True
Energy,equiangular_uc,0.791388645255583,3.239289026717325e-05,True
Energy,equiangular_wc,-0.32281330467031016,0.16507389867863456,False
Energy,equinorm_uc,0.9180718806581161,1.1698000508228072e-08,True
Energy,equinorm_wc,0.8348883104239226,4.678607626571605e-06,True
Energy,max_equiangular_uc,0.7807045169686224,4.868025931533802e-05,True
Energy,max_equiangular_wc,0.18926170108330237,0.42419366369267186,False
Energy,self_duality,0.43041773956041346,0.05817364695832915,False
GE,var_collapse,0.2425080806045114,0.30292629295943635,False
GE,equiangular_uc,-0.11251158598579214,0.6367320155229959,False
GE,equiangular_wc,0.26303384291273024,0.26252043061184543,False
GE,equinorm_uc,-0.23490594641628226,0.31879873456848346,False
GE,equinorm_wc,-0.0957868907716879,0.6878936021723578,False
GE,max_equiangular_uc,-0.08970518342110453,0.7068409522209853,False
GE,max_equiangular_wc,0.060056860087010666,0.8014158463019767,False
GE,self_duality,0.36642286787264733,0.11205519289549873,False
GEN,var_collapse,0.5543597647460351,0.011196519143034076,True
GEN,equiangular_uc,-0.2920902484592902,0.21143530951816789,False
GEN,equiangular_wc,0.5016000078253781,0.02423934326058901,True
GEN,equinorm_uc,-0.5421256182137087,0.013537434426742741,True
GEN,equinorm_wc,-0.3509670786461105,0.12920330492669532,False
GEN,max_equiangular_uc,-0.2592109796536633,0.2697743765170685,False
GEN,max_equiangular_wc,0.1460451242296451,0.5389593620512094,False
GEN,self_duality,0.23703658906382188,0.31430091076239774,False
GradNorm,var_collapse,0.8385760072189666,3.872690360597744e-06,True
GradNorm,equiangular_uc,-0.2240822939400544,0.34223739283699806,False
GradNorm,equiangular_wc,0.7353903460919313,0.00022021353093951309,True
GradNorm,equinorm_uc,-0.6283544737288125,0.0030068272083784704,True
GradNorm,equinorm_wc,-0.3226477015837897,0.16530323827805316,False
GradNorm,max_equiangular_uc,-0.21638187146788762,0.35950846663603164,False
GradNorm,max_equiangular_wc,0.4735759820382594,0.034927341970130636,True
