method,nc_metric,rho,p,significant
CTM,var_collapse,0.4059101684915984,0.0757722608545869,False
CTM,equiangular_uc,-0.3609811803761161,0.11789411331492917,False
CTM,equiangular_wc,0.7847080165686816,4.18998412254044e-05,True
CTM,equinorm_uc,-0.3695021953635352,0.10884490914974845,False
CTM,equinorm_wc,-0.11387174574096368,0.632636253530253,False
CTM,max_equiangular_uc,-0.3911920516951473,0.0880902230021111,False
CTM,max_equiangular_wc,0.8133696124354548,1.2962012206843059e-05,True
CTM,self_duality,0.18978624290160612,0.42288678704975846,False
CTMmean,var_collapse,0.6058258457548427,0.004638866921884172,True
CTMmean,equiangular_uc,-0.40617869204017865,0.07556015434935766,False
CTMmean,equiangular_wc,0.7848198456369553,4.172280216247109e-05,True
CTMmean,equinorm_uc,-0.7580472388169811,0.00010777412774272844,True
CTMmean,equinorm_wc,-0.5752285808177293,0.007965879863673933,True
CTMmean,max_equiangular_uc,-0.3625775895047922,0.11615905790162079,False
CTMmean,max_equiangular_wc,0.7985886148586562,2.4291967251293083e-05,True
CTMmean,self_duality,-0.3419244356722407,0.14005834406157644,False
CTMmeanOC,var_collapse,0.8047089801216587,1.8848220420491324e-05,True
CTMmeanOC,equiangular_uc,-0.07790019168651101,0.7440878847807956,False
CTMmeanOC,equiangular_wc,0.877156158390114,3.8421934063937014e-07,True
CTMmeanOC,equinorm_uc,-0.4697381558696614,0.036639049247633976,True
CTMmeanOC,equinorm_wc,-0.2243525520571517,0.34164019957246516,False
CTMmeanOC,max_equiangular_uc,-0.04518211117817639,0.8499784839893034,False
CTMmeanOC,max_equiangular_wc,0.8740401507226535,4.7571931144063926e-07,True
CTMmeanOC,self_duality,0.03972909776012062,0.8679220020149274,False
Confidence,var_collapse,0.2635915272757224,0.2614726064731399,False
Confidence,equiangular_uc,0.8994016377361824,6.921344355124407e-08,True
Confidence,equiangular_wc,-0.18762855111557183,0.42827638194264395,False
Confidence,equinorm_uc,0.7520334639854903,0.00013122589570747545,True
Confidence,equinorm_wc,0.7778608758799415,5.4053002751648226e-05,True
Confidence,max_equiangular_uc,0.8978823782129794,7.87587237610343e-08,True
Confidence,max_equiangular_wc,-0.26207226775251935,0.2643333317715905,False
Confidence,self_duality,0.6365697402220616,0.002545931813794922,True
Energy,var_collapse,-0.5784294888434756,0.007545878129322665,True
Energy,equiangular_uc,0.3021532987774471,0.19539638172196738,False
Energy,equiangular_wc,-0.7154259467274566,0.00039081064894117777,True
Energy,equinorm_uc,0.7344532325446762,0.00022647360896190132,True
Energy,equinorm_wc,0.5015592541419084,0.02425273594436521,True
Energy,max_equiangular_uc,0.2503990813546098,0.2869687227116825,False
Energy,max_equiangular_wc,-0.7116204895640127,0.0004336561497909304,True
Energy,self_duality,0.3630406133925498,0.11565926771062525,False
GE,var_collapse,-0.562126023585114,0.009889011042821971,True
GE,equiangular_uc,0.2605530082293164,0.26721369231196357,False
GE,equiangular_wc,-0.6472045568844826,0.0020381541060337,True
GE,equinorm_uc,0.6768301175869413,0.0010474998143520243,True
GE,equinorm_wc,0.5233849057434373,0.017873708897216515,True
GE,max_equiangular_uc,0.208898184440414,0.3767628437982592,False
GE,max_equiangular_wc,-0.6449256675996781,0.0021391391690792697,True
GE,self_duality,0.3653819153303241,0.11315568044773554,False
GEN,var_collapse,0.8082183052918056,1.6231478981887116e-05,True
GEN,equiangular_uc,0.16286707571159373,0.49267040775000903,False
GEN,equiangular_wc,0.7554585483711485,0.00011738527389216034,True
GEN,equinorm_uc,-0.20186341778338382,0.39339919531380796,False
GEN,equinorm_wc,-0.04434878117968281,0.852716241340188,False
GEN,max_equiangular_uc,0.17663049056046085,0.45630757521779486,False
GEN,max_equiangular_wc,0.7646341582703933,8.630815781605761e-05,True
GEN,self_duality,0.2890317118262087,0.21647740304887508,False
GradNorm,var_collapse,-0.18577788649511184,0.4329280010191239,False
GradNorm,equiangular_uc,0.23374512768032513,0.32126535817955637,False
GradNorm,equiangular_wc,-0.5337307312830877,0.01536074927566307,True
GradNorm,equinorm_uc,0.03045539122870686,0.8985765699797164,False
GradNorm,equinorm_wc,-0.053296934650237014,0.8234095431035129,False
GradNorm,max_equiangular_uc,0.28247375364625615,0.22755301796098382,False
GradNorm,max_equiangular_wc,-0.5390604247481114,0.014181763780263448,True
GradNorm,self_duality,-0.21927881684668943,0.3529532189061506,False
KPCA RecError global,var_collapse,0.16151058391711567,0.4963292788930308,False
KPCA RecError global,equiangular_uc,-0.39019145740723743,0.0889780933604833,False
KPCA RecError global,equiangular_wc,0.48830536352511145,0.02892899276196131,True
KPCA RecError global,equinorm_uc,-0.16981252981939732,0.4741456366654948,False
KPCA RecError global,equinorm_wc,0.018868058868821924,0.9370692977171887,False
KPCA RecError global,max_equiangular_uc,-0.398493403309519,0.0818077911183616,False
KPCA RecError global,max_equiangular_wc,0.5162300906509679,0.019796192116448442,True
KPCA RecError global,self_duality,0.11018946379392004,0.6437479202825713,False
MLS,var_collapse,-0.045455849876667155,0.8490795232808774,False
MLS,equiangular_uc,0.6894137231294519,0.000771835283250405,True
MLS,equiangular_wc,-0.4280425863386157,0.05972871356970761,False
MLS,equinorm_uc,0.7545671079526747,0.00012086094258549749,True
MLS,equinorm_wc,0.6515338482322293,0.0018572725565259257,True
MLS,max_equiangular_uc,0.6719889806767294,0.001173651955247319,True
