dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.6511206173140878,0.0001,True,0.6436227168305533,-0.007497900483534492
var_collapse,jaccard_top1,0.5587429265028051,0.0001,True,0.5541666388832422,-0.004576287619562858
equiangular_uc,spearman_rank,0.6404401988094242,0.0001,True,0.6436227168305533,0.0031825180211291215
equiangular_uc,jaccard_top1,0.556127905005912,0.0001,True,0.5541666388832422,-0.0019612661226697803
equiangular_wc,spearman_rank,0.6440198754840972,0.0001,True,0.6436227168305533,-0.00039715865354394975
equiangular_wc,jaccard_top1,0.5522053727605726,0.0001,True,0.5541666388832422,0.0019612661226696693
equinorm_uc,spearman_rank,0.6806450766909735,0.0001,True,0.6436227168305533,-0.03702235986042024
equinorm_uc,jaccard_top1,0.5563458234639865,0.0001,True,0.5541666388832422,-0.0021791845807442867
equinorm_wc,spearman_rank,0.7183252852462506,0.0001,True,0.6436227168305533,-0.07470256841569733
equinorm_wc,jaccard_top1,0.5580891711285818,0.0001,True,0.5541666388832422,-0.003922532245339561
max_equiangular_uc,spearman_rank,0.6378752887385196,0.0001,True,0.6436227168305533,0.005747428092033657
max_equiangular_uc,jaccard_top1,0.5550383127155399,0.0001,True,0.5541666388832422,-0.0008716738322976925
max_equiangular_wc,spearman_rank,0.6409773252703844,0.0001,True,0.6436227168305533,0.0026453915601688527
max_equiangular_wc,jaccard_top1,0.5522053727605726,0.0001,True,0.5541666388832422,0.0019612661226696693
self_duality,spearman_rank,0.6811585835844323,0.0001,True,0.6436227168305533,-0.03753586675387899
self_duality,jaccard_top1,0.5489365958894563,0.0001,True,0.5541666388832422,0.005230042993785933
