method,nc_metric,rho,p,significant
CTM,var_collapse,0.5609277361913465,0.010082230719066046,True
CTM,equiangular_uc,0.7893109685333528,3.512605017235693e-05,True
CTM,equiangular_wc,0.8309754771362864,5.689726921510916e-06,True
CTM,equinorm_uc,0.6751193523623497,0.0010907039685215819,True
CTM,equinorm_wc,0.21449506280769506,0.36381526914758555,False
CTM,max_equiangular_uc,0.7923972284298664,3.113376747683709e-05,True
CTM,max_equiangular_wc,0.8950153699889435,9.996312315871807e-08,True
CTM,self_duality,0.4606242895546545,0.040965403405514286,True
CTMmean,var_collapse,0.6535572389848783,0.001777462566584134,True
CTMmean,equiangular_uc,0.41121851769268697,0.07166078016266283,False
CTMmean,equiangular_wc,0.33548766728887724,0.14816542768814234,False
CTMmean,equinorm_uc,-0.030292340161523903,0.8991169065399633,False
CTMmean,equinorm_wc,-0.37713963501097264,0.10117026813265509,False
CTMmean,max_equiangular_uc,0.3831981030432774,0.0953683417448623,False
CTMmean,max_equiangular_wc,0.44226816635824906,0.05086930087138571,False
CTMmean,self_duality,0.419548911237106,0.06554825747639234,False
CTMmeanOC,var_collapse,0.6573494037672145,0.0016356141584191785,True
CTMmeanOC,equiangular_uc,0.41453103942972797,0.06918113956081695,False
CTMmeanOC,equiangular_wc,0.33510447165578366,0.14865816411037816,False
CTMmeanOC,equinorm_uc,-0.03177062710957768,0.8942195874464038,False
CTMmeanOC,equinorm_wc,-0.37897819480710526,0.09938310960895151,False
CTMmeanOC,max_equiangular_uc,0.38654262983319515,0.0922716794680536,False
CTMmeanOC,max_equiangular_wc,0.44403233603147857,0.04984485922894971,True
CTMmeanOC,self_duality,0.4183132569427729,0.06642921943088259,False
Confidence,var_collapse,0.18539590986372864,0.43389140725822184,False
Confidence,equiangular_uc,0.08111071056538127,0.733899894654612,False
Confidence,equiangular_wc,0.06025367070571179,0.8007775817101915,False
Confidence,equinorm_uc,-0.11587244366483038,0.6266303724417753,False
Confidence,equinorm_wc,-0.18539590986372864,0.43389140725822184,False
Confidence,max_equiangular_uc,0.06179863662124287,0.7957714477978103,False
Confidence,max_equiangular_wc,0.06643353436783608,0.78079979527176,False
Confidence,self_duality,0.16762880183512127,0.47993201596840784,False
Energy,var_collapse,-0.7562177733114969,0.00011449310901942077,True
Energy,equiangular_uc,-0.49769501355096457,0.025549464559940595,True
Energy,equiangular_wc,-0.46828224447641303,0.037305200303196,True
Energy,equinorm_uc,-0.04876327504465128,0.8382323833042968,False
Energy,equinorm_wc,0.3932022813124261,0.08632620477533755,False
Energy,max_equiangular_uc,-0.4961469730733567,0.026084045842963755,True
Energy,max_equiangular_wc,-0.5921254826850513,0.0059479252528297135,True
Energy,self_duality,-0.47370038614804094,0.034872918751218576,True
GE,var_collapse,-0.3658666667454097,0.1126422413466222,False
GE,equiangular_uc,-0.8899668075051845,1.4967844807922573e-07,True
GE,equiangular_wc,-0.8536888890726227,1.6944696364719602e-06,True
GE,equinorm_uc,-0.7556613222442112,0.00011660676347026905,True
GE,equinorm_wc,-0.4476849508699106,0.047774076496355455,True
GE,max_equiangular_uc,-0.8953699017398212,9.709515642200099e-08,True
GE,max_equiangular_wc,-0.7579769340590555,0.0001080259282310015,True
GE,self_duality,-0.5688686358467658,0.00885710068753601,True
GEN,var_collapse,0.3101691195996166,0.18321917718988373,False
GEN,equiangular_uc,0.8433205167223407,3.0154377906985566e-06,True
GEN,equiangular_wc,0.8494930365153679,2.1505878150617683e-06,True
GEN,equinorm_uc,0.7792806238696836,5.130992366270386e-05,True
GEN,equinorm_wc,0.3973559616761258,0.08276400304663901,False
GEN,max_equiangular_uc,0.8533508613860099,1.7277901629266793e-06,True
GEN,max_equiangular_wc,0.7422455051115204,0.0001787545303095404,True
GEN,self_duality,0.5439533067605217,0.013164611831794945,True
GradNorm,var_collapse,-0.5707380798766015,0.00858709883075902,True
GradNorm,equiangular_uc,-0.4477275967974411,0.04775029552255523,True
GradNorm,equiangular_wc,-0.47294092562733114,0.03520619311261967,True
GradNorm,equinorm_uc,-0.09703311398169799,0.6840326163366914,False
GradNorm,equinorm_wc,0.2956835835505286,0.20561144557178862,False
GradNorm,max_equiangular_uc,-0.4362669927838548,0.05447501862192465,False
GradNorm,max_equiangular_wc,-0.49127789204906935,0.02782320964404328,True
GradNorm,self_duality,-0.5019744557950833,0.02411656391684348,True
KPCA RecError global,var_collapse,0.42739057897408084,0.060161053835807325,False
KPCA RecError global,equiangular_uc,0.13918560448005463,0.5583877798594977,False
KPCA RecError global,equiangular_wc,0.07640079376350825,0.7488601216935165,False
KPCA RecError global,equinorm_uc,0.03782217513044962,0.8742120184364994,False
KPCA RecError global,equinorm_wc,-0.16944334458441435,0.4751214248082305,False
KPCA RecError global,max_equiangular_uc,0.12330029092526577,0.6045323977895714,False
KPCA RecError global,max_equiangular_wc,0.2715632174366283,0.24678370308238584,False
KPCA RecError global,self_duality,-0.019667531067833803,0.9344082011622632,False
MLS,var_collapse,-0.37612408167452976,0.10216739423275259,False
MLS,equiangular_uc,-0.8672172652374279,7.451837175722964e-07,True
MLS,equiangular_wc,-0.818488639271497,1.0295051776349423e-05,True
MLS,equinorm_uc,-0.7179858482167643,0.0003640626044708473,True
MLS,equinorm_wc,-0.354805307814435,0.1247813051706944,False
MLS,max_equiangular_uc,-0.8702628043602987,6.117942363902754e-07,True
MLS,max_equiangular_wc,-0.7872718632620724,3.799994680580252e-05,True
MLS,self_duality,-0.5443901182131351,0.01307674664027864,True
MSR,var_collapse,-0.04537884270375291,0.8493323975482734,False
MSR,equiangular_uc,0.6314581332166295,0.002825169355294084,True
MSR,equiangular_wc,0.6060767466196151,0.0046173238272481446,True
MSR,equinorm_uc,0.32841975990682193,0.15743833270017896,False
MSR,equinorm_wc,0.2745804550040642,0.24136478413593318,False
MSR,max_equiangular_uc,0.623766803944807,0.0032930626791890117,True
MSR,max_equiangular_wc,0.22304854888285328,0.3445272975271668,False
MSR,self_duality,0.8921941955314131,1.255661890777839e-07,True
Maha,var_collapse,0.8453339600792034,2.7049605009264933e-06,True
Maha,equiangular_uc,0.061003481655200247,0.798347031990639,False
Maha,equiangular_wc,0.061003481655200247,0.798347031990639,False
Maha,equinorm_uc,-0.28758784208880117,0.21888490222694926,False
Maha,equinorm_wc,-0.758186129143203,0.00010727816546769036,True
Maha,max_equiangular_uc,0.04357391546800018,0.8552633810963759,False
Maha,max_equiangular_wc,0.4444539377736018,0.04960239299501469,True
Maha,self_duality,-0.008714783093600034,0.9709118454617213,False
NNGuide,var_collapse,-0.139771876134677,0.5567151917297415,False
NNGuide,equiangular_uc,-0.15572410112830862,0.5120844999076426,False
NNGuide,equiangular_wc,-0.1109059451938198,0.6415800596138166,False
NNGuide,equinorm_uc,-0.5173078676506252,0.019496502096109345,True
NNGuide,equinorm_wc,-0.2514374510900983,0.2849082604268214,False
NNGuide,max_equiangular_uc,-0.14964706303549657,0.5288832073403619,False
NNGuide,max_equiangular_wc,-0.350189320098294,0.13011272662495468,False
NNGuide,self_duality,0.3972863653175873,0.08282277789010747,False
NeCo,var_collapse,-0.4033784593250553,0.07779392116874634,False
NeCo,equiangular_uc,-0.8706885989959685,5.949215767198e-07,True
NeCo,equiangular_wc,-0.8341562102269068,4.8549003940652345e-06,True
NeCo,equinorm_uc,-0.7047706666698137,0.0005208767574819647,True
NeCo,equinorm_wc,-0.33183586465230963,0.15290764645943167,False
NeCo,max_equiangular_uc,-0.8706885989959685,5.949215767198e-07,True
NeCo,max_equiangular_wc,-0.805234735784733,1.8434336193191677e-05,True
NeCo,self_duality,-0.5358083686129037,0.01489213469997151,True
PCA RecError global,var_collapse,-0.026045607066403742,0.9132045830973785,False
PCA RecError global,equiangular_uc,-0.38831632353547396,0.09065968392963925,False
PCA RecError global,equiangular_wc,-0.37253110713159293,0.10575252822251247,False
PCA RecError global,equinorm_uc,-0.32043989299878545,0.1683817226003313,False
PCA RecError global,equinorm_wc,-0.11759986220891387,0.6214629656126026,False
PCA RecError global,max_equiangular_uc,-0.3401714135036368,0.14223465438715371,False
PCA RecError global,max_equiangular_wc,-0.19652594422831915,0.40628800450321123,False
PCA RecError global,self_duality,-0.4119941481412956,0.07107429709378335,False
PCE,var_collapse,-0.46530052295160695,0.038698832703674295,True
PCE,equiangular_uc,0.33617771773186705,0.14728099457007304,False
PCE,equiangular_wc,0.40188518074309565,0.07900500963788105,False
PCE,equinorm_uc,0.438559113586572,0.05307556253207606,False
PCE,equinorm_wc,0.6081760529876504,0.004440288103380311,True
PCE,max_equiangular_uc,0.34076195933730163,0.1414988822437798,False
PCE,max_equiangular_wc,-0.009932523478441526,0.9668492855634776,False
PCE,self_duality,0.4523118384028757,0.04524647755523042,True
PE,var_collapse,-0.539751527364273,0.01403437557306553,True
PE,equiangular_uc,0.24022744034804266,0.30763669705663155,False
PE,equiangular_wc,0.32537134325620964,0.161559094274357,False
PE,equinorm_uc,0.4378829292420018,0.05348552298235907,False
PE,equinorm_wc,0.6507426865124193,0.0018892843451946517,True
PE,max_equiangular_uc,0.24935000137391772,0.2890597453413659,False
PE,max_equiangular_wc,-0.10262881154109417,0.6667903636806429,False
PE,self_duality,0.3915099106938037,0.08780954323962241,False
REN,var_collapse,0.41644902384601734,0.06777514065098302,False
REN,equiangular_uc,0.6933272697726266,0.0006997862802769761,True
REN,equiangular_wc,0.6888006499482133,0.0007836712957362432,True
REN,equinorm_uc,0.7672620602380427,7.8833888922578e-05,True
REN,equinorm_wc,0.27989599247621816,0.23200571061376862,False
REN,max_equiangular_uc,0.6850284667612022,0.0008599279504268838,True
REN,max_equiangular_wc,0.7582088205892163,0.0001071973233676013,True
REN,self_duality,0.2685794429151851,0.25221848470509245,False
Residual,var_collapse,-0.7534067389796514,0.0001255171868201091,True
Residual,equiangular_uc,0.05022711593197676,0.8334403593524142,False
Residual,equiangular_wc,0.03046562769644492,0.8985426486781624,False
Residual,equinorm_uc,0.4676885549075869,0.0375795279864651,True
Residual,equinorm_wc,0.8373930639806617,4.11688806895422e-06,True
Residual,max_equiangular_uc,0.061754650736037,0.7959138694884997,False
Residual,max_equiangular_wc,-0.31042004436647935,0.1828464837574199,False
Residual,self_duality,-0.009057348774618761,0.9697689223828391,False
ViM,var_collapse,-0.16261437257146855,0.4933510219015046,False
ViM,equiangular_uc,-0.19086193963787387,0.4202134805717044,False
ViM,equiangular_wc,-0.2794218796298474,0.23283077630440904,False
ViM,equinorm_uc,-0.3198846108330766,0.1691621311319622,False
ViM,equinorm_wc,-0.2389591484266181,0.31027526293017854,False
ViM,max_equiangular_uc,-0.2389591484266181,0.31027526293017854,False
ViM,max_equiangular_wc,-0.2885832527324653,0.21722328862879342,False
ViM,self_duality,-0.021376537239441874,0.928721940279227,False
fDBD,var_collapse,0.7870171447762766,3.837282362375125e-05,True
fDBD,equiangular_uc,0.14048482622685934,0.5546842121339999,False
fDBD,equiangular_wc,0.11253891993441961,0.6366496060824169,False
fDBD,equinorm_uc,-0.2454707985146736,0.2968729681499656,False
fDBD,equinorm_wc,-0.6646593929012701,0.0013888659678220174,True
fDBD,max_equiangular_uc,0.12764481522763027,0.5917576515899262,False
fDBD,max_equiangular_wc,0.47810158603011804,0.032989678953318745,True
fDBD,self_duality,-0.024924727233797628,0.9169272049862877,False
