test,label,n_models,n_methods,r,p,significant
full_NC_vs_spearman_rank,group_mid,20,22,0.7269682154007564,0.0001,True
full_NC_vs_jaccard_top1,group_mid,20,22,0.5377346439724531,0.0001,True
full_NC_vs_jaccard_top3,group_mid,20,22,0.6701608335195768,0.0001,True
full_NC_vs_jaccard_top5,group_mid,20,22,0.5938952519957332,0.0001,True
