method,nc_metric,rho,p,significant
CTM,var_collapse,0.29135796275737075,0.21263537777161318,False
CTM,equiangular_uc,0.8938135876459179,1.1024620492439436e-07,True
CTM,equiangular_wc,0.9040782313202967,4.589338299208264e-08,True
CTM,equinorm_uc,0.8369632534493578,4.20887831053061e-06,True
CTM,equinorm_wc,0.48401742864571357,0.030584612493801115,True
CTM,max_equiangular_uc,0.9103949351199147,2.5454282760711143e-08,True
CTM,max_equiangular_wc,0.7572148679791831,0.00011078789940004009,True
CTM,self_duality,0.6040348008384516,0.004795074976010063,True
CTMmean,var_collapse,0.7394151579937858,0.00019497989950110155,True
CTMmean,equiangular_uc,0.7257784030307856,0.00029201686728503,True
CTMmean,equiangular_wc,0.7325967805122857,0.00023932520014727698,True
CTMmean,equinorm_uc,0.5583493559850615,0.010508393621960769,True
CTMmean,equinorm_wc,-0.006818377481500073,0.9772398699398042,False
CTMmean,max_equiangular_uc,0.7166872330554521,0.00037742986989231745,True
CTMmean,max_equiangular_wc,0.8750251101258427,4.4492933019582825e-07,True
CTMmean,self_duality,0.39622349142494867,0.08372422834835035,False
CTMmeanOC,var_collapse,0.7710242080255281,6.910590323416065e-05,True
CTMmeanOC,equiangular_uc,0.7193693842366257,0.00035026690641643747,True
CTMmeanOC,equiangular_wc,0.7322830901838512,0.00024155715512183835,True
CTMmeanOC,equinorm_uc,0.5188271271738282,0.019080206636063676,True
CTMmeanOC,equinorm_wc,-0.022788892848045163,0.9240252020820977,False
CTMmeanOC,max_equiangular_uc,0.7094941973358061,0.00045928959474272885,True
CTMmeanOC,max_equiangular_wc,0.9115557139218066,2.273424379724305e-08,True
CTMmeanOC,self_duality,0.39348821650957977,0.08607742334902488,False
Confidence,var_collapse,0.3035585709622098,0.19322338190580593,False
Confidence,equiangular_uc,0.4907149831343992,0.028030016771538876,True
Confidence,equiangular_wc,0.4694126272774021,0.03678718540595684,True
Confidence,equinorm_uc,-0.025867146397782287,0.9137971651111494,False
Confidence,equinorm_wc,-0.1757444358202267,0.4586060910732751,False
Confidence,max_equiangular_uc,0.47702061151204395,0.033444679601723606,True
Confidence,max_equiangular_wc,0.2556282702839661,0.27668550083618393,False
Confidence,self_duality,0.7980775462139299,2.480255463191605e-05,True
Energy,var_collapse,-0.5155039872806568,0.02000015583849968,True
Energy,equiangular_uc,-0.7301667418625716,0.0002570851983914759,True
Energy,equiangular_wc,-0.8061604907474101,1.7724682490491485e-05,True
Energy,equinorm_uc,-0.5045358173385152,0.02328984741075466,True
Energy,equinorm_wc,-0.08852880024728604,0.7105255752204089,False
Energy,max_equiangular_uc,-0.7458355560656311,0.00015984820604035083,True
Energy,max_equiangular_wc,-0.7928419986748095,3.059209927642251e-05,True
Energy,self_duality,-0.6157843981802374,0.0038449768700865635,True
GE,var_collapse,-0.4423181416196616,0.050840060777956615,False
GE,equiangular_uc,-0.6948500403377171,0.0006733347187345265,True
GE,equiangular_wc,-0.6414000372348158,0.0023035930531891996,True
GE,equinorm_uc,-0.6902022139809431,0.0007568352527029203,True
GE,equinorm_wc,-0.29591161138127975,0.20524550313004405,False
GE,max_equiangular_uc,-0.7025964175990072,0.0005514998440576382,True
GE,max_equiangular_wc,-0.7475254057144893,0.00015155955850184054,True
GE,self_duality,-0.15570218295192992,0.51214462733232,False
GEN,var_collapse,0.29284709705290446,0.21019969729701393,False
GEN,equiangular_uc,0.8600456850290564,1.164073796966436e-06,True
GEN,equiangular_wc,0.8230544727697421,8.332222264680872e-06,True
GEN,equinorm_uc,0.5425377798032757,0.01345262495962912,True
GEN,equinorm_wc,0.21886467253427597,0.35388609172700924,False
GEN,max_equiangular_uc,0.8261370737913515,7.198868077657495e-06,True
GEN,max_equiangular_wc,0.6088137017678803,0.004387639425302335,True
GEN,self_duality,0.8076414676616944,1.6638614660031944e-05,True
GradNorm,var_collapse,-0.6560608149777314,0.0016827086839142672,True
GradNorm,equiangular_uc,-0.5259141799879494,0.01723098263973309,True
GradNorm,equiangular_wc,-0.5670131173531437,0.009131892673505736,True
GradNorm,equinorm_uc,-0.3980508192962338,0.08217888010066554,False
GradNorm,equinorm_wc,0.06621495464392417,0.7815042292906724,False
GradNorm,max_equiangular_uc,-0.559402203026256,0.010332643908192175,True
GradNorm,max_equiangular_wc,-0.7002041180736809,0.0005869461785348068,True
GradNorm,self_duality,-0.29987002447938077,0.19896183900739944,False
KPCA RecError global,var_collapse,0.34358531036090245,0.13801811898357763,False
KPCA RecError global,equiangular_uc,0.1054268391615131,0.6582279949234564,False
KPCA RecError global,equiangular_wc,0.13652396438181552,0.5660091568382151,False
KPCA RecError global,equinorm_uc,0.3648223714869626,0.11375042963272902,False
KPCA RecError global,equinorm_wc,0.11452843678696747,0.6306624719284637,False
KPCA RecError global,max_equiangular_uc,0.11225303738060387,0.6375117197732553,False
KPCA RecError global,max_equiangular_wc,0.4209488901772646,0.06456079918365916,False
KPCA RecError global,self_duality,-0.3815086338002956,0.09696118264578533,False
MLS,var_collapse,-0.45455755996471137,0.04405740346456269,True
MLS,equiangular_uc,-0.6768369759203823,0.0010473295608945958,True
MLS,equiangular_wc,-0.6045384807652506,0.004750713659007741,True
MLS,equinorm_uc,-0.6968344320271209,0.0006401394180029743,True
MLS,equinorm_wc,-0.2945779111108028,0.2073919850026394,False
MLS,max_equiangular_uc,-0.6822209064106581,0.0009206725910954747,True
MLS,max_equiangular_wc,-0.7491354710755141,0.00014400770733836746,True
MLS,self_duality,-0.1153699390773379,0.6281367303434824,False
MSR,var_collapse,-0.15842188464750656,0.5047095505181498,False
MSR,equiangular_uc,0.560272518875328,0.01018917225139248,True
MSR,equiangular_wc,0.5594997291941207,0.010316485575921481,True
MSR,equinorm_uc,0.2928872891775853,0.2101342144253592,False
MSR,equinorm_wc,0.3013879756708661,0.19658667251966974,False
MSR,max_equiangular_uc,0.5378616181203149,0.01444038162784992,True
MSR,max_equiangular_wc,0.13910214261732284,0.558626071516019,False
MSR,self_duality,0.8485230699656693,2.270118465831285e-06,True
Maha,var_collapse,0.05205757728372145,0.8274561339393631,False
Maha,equiangular_uc,0.039951163961925766,0.8671900021780807,False
Maha,equiangular_wc,0.1271173398788547,0.5933025950212332,False
Maha,equinorm_uc,0.18159619982693528,0.44353628205783135,False
Maha,equinorm_wc,0.11501092655705904,0.6292138100921174,False
Maha,max_equiangular_uc,0.08474489325256981,0.7224190176549429,False
Maha,max_equiangular_wc,0.10532579589962246,0.6585364978322652,False
Maha,self_duality,0.05205757728372145,0.8274561339393631,False
NNGuide,var_collapse,-0.28171236886553847,0.22886236078689418,False
NNGuide,equiangular_uc,-0.2908489862341505,0.21347212926022538,False
NNGuide,equiangular_wc,-0.2497342080753963,0.2882928602830688,False
NNGuide,equinorm_uc,-0.4743427183871094,0.034592967772735975,True
NNGuide,equinorm_wc,-0.18120957781080582,0.4445238795645059,False
NNGuide,max_equiangular_uc,-0.28475790798840916,0.2236543009690186,False
NNGuide,max_equiangular_wc,-0.4233299380790254,0.06290715636811098,False
NNGuide,self_duality,0.2169946625045364,0.3581160425707032,False
NeCo,var_collapse,-0.35332154437821156,0.12647776665133093,False
NeCo,equiangular_uc,-0.8898184664275566,1.5141960745816988e-07,True
NeCo,equiangular_wc,-0.8354023500482659,4.558180096995286e-06,True
NeCo,equinorm_uc,-0.7357672073819591,0.0002177380728158177,True
NeCo,equinorm_wc,-0.3893434805729533,0.08973567924811297,False
NeCo,max_equiangular_uc,-0.8859863455557756,2.030161050221486e-07,True
NeCo,max_equiangular_wc,-0.7863512028894687,3.9362647978973084e-05,True
NeCo,self_duality,-0.5295991044801392,0.016327831483637135,True
PCA RecError global,var_collapse,0.30303837330980754,0.19402587472374114,False
PCA RecError global,equiangular_uc,-0.5906940880759701,0.006100637109621543,True
PCA RecError global,equiangular_wc,-0.5799262270954186,0.0073557981630786124,True
PCA RecError global,equinorm_uc,-0.8929633284585954,1.1807161008731521e-07,True
PCA RecError global,equinorm_wc,-0.8252796308665573,7.499777633262098e-06,True
PCA RecError global,max_equiangular_uc,-0.5683892331876848,0.008927443284498888,True
PCA RecError global,max_equiangular_wc,-0.2991927086738963,0.20002780285507524,False
PCA RecError global,self_duality,-0.3307271586883687,0.15436804053085915,False
PCE,var_collapse,-0.47013702991094897,0.03645816918603129,True
PCE,equiangular_uc,0.3352678981536751,0.14844788073252116,False
PCE,equiangular_wc,0.36879468796904263,0.10957655423035036,False
PCE,equinorm_uc,0.25602275859007917,0.2759191735378525,False
PCE,equinorm_wc,0.4587074424738919,0.04192362413688075,True
PCE,max_equiangular_uc,0.32688620069983326,0.15950215869158973,False
PCE,max_equiangular_wc,-0.12877335179084337,0.5884579221010788,False
PCE,self_duality,0.6781555212653883,0.0010150280113903885,True
PE,var_collapse,-0.5759935124411573,0.00786381497628777,True
PE,equiangular_uc,0.26696113657631326,0.25519776709443526,False
PE,equiangular_wc,0.3059726493711326,0.18952842227024444,False
PE,equinorm_uc,0.33198032456767895,0.15271807251592973,False
PE,equinorm_wc,0.618064751729688,0.0036800237126676637,True
PE,max_equiangular_uc,0.27614031605744727,0.23859354803145819,False
PE,max_equiangular_wc,-0.19352770072724143,0.41362782995487957,False
PE,self_duality,0.5691091278303068,0.008821983882428698,True
REN,var_collapse,0.5396969556980187,0.014045968768461092,True
REN,equiangular_uc,0.7157683029470178,0.000387139338997965,True
REN,equiangular_wc,0.7303133272849786,0.0002559828741677195,True
REN,equinorm_uc,0.7019888062057918,0.0005603259009690087,True
REN,equinorm_wc,0.1354983846220558,0.5689579382601975,False
REN,max_equiangular_uc,0.6981611682221179,0.0006187279548295958,True
REN,max_equiangular_wc,0.8244732216833562,7.79269461620763e-06,True
REN,self_duality,0.3077420938873809,0.18685054080843427,False
Residual,var_collapse,-0.7760822049952402,5.766723590220497e-05,True
Residual,equiangular_uc,0.012241044242827131,0.959149959725242,False
Residual,equiangular_wc,0.03835527196085834,0.8724528417016929,False
Residual,equinorm_uc,0.4194597827208764,0.06561150591514887,False
Residual,equinorm_wc,0.8429999135226951,3.0676381431427827e-06,True
Residual,max_equiangular_uc,0.031010645415162064,0.8967368312658979,False
Residual,max_equiangular_wc,-0.29460113144403965,0.20735448701695858,False
Residual,self_duality,0.03182671503135054,0.8940338489207842,False
ViM,var_collapse,0.24897936783252994,0.28980072684381514,False
ViM,equiangular_uc,-0.2863262730074094,0.2210027592399324,False
