dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.3029297282580477,0.0043,True,0.3613353377875667,0.05840560952951901
var_collapse,jaccard_top1,0.38132107096553647,0.0002,True,0.3852684940604178,0.0039474230948813305
equiangular_uc,spearman_rank,0.40797409561662057,0.0003,True,0.3613353377875667,-0.046638757829053856
equiangular_uc,jaccard_top1,0.3921106940915454,0.0002,True,0.3852684940604178,-0.006842200031127621
equiangular_wc,spearman_rank,0.29234297342353505,0.0044,True,0.3613353377875667,0.06899236436403167
equiangular_wc,jaccard_top1,0.38632114021905284,0.0002,True,0.3852684940604178,-0.00105264615863504
equinorm_uc,spearman_rank,0.378912570054123,0.0006,True,0.3613353377875667,-0.017577232266556275
equinorm_uc,jaccard_top1,0.41421626342288087,0.0002,True,0.3852684940604178,-0.02894776936246307
equinorm_wc,spearman_rank,0.4205055171175621,0.0002,True,0.3613353377875667,-0.05917017932999541
equinorm_wc,jaccard_top1,0.3939528248691567,0.0002,True,0.3852684940604178,-0.008684330808738927
max_equiangular_uc,spearman_rank,0.38874000385109164,0.0008,True,0.3613353377875667,-0.02740466606352493
max_equiangular_uc,jaccard_top1,0.3857948171397353,0.0002,True,0.3852684940604178,-0.0005263230793174922
max_equiangular_wc,spearman_rank,0.31271079798244755,0.0035,True,0.3613353377875667,0.04862453980511916
max_equiangular_wc,jaccard_top1,0.3823737171241715,0.0002,True,0.3852684940604178,0.0028947769362462905
self_duality,spearman_rank,0.42910386559454317,0.0002,True,0.3613353377875667,-0.06776852780697645
self_duality,jaccard_top1,0.3881632709966641,0.0002,True,0.3852684940604178,-0.0028947769362462905
