method,nc_metric,rho,p,significant
CTM,var_collapse,0.5920570765331417,0.005955151126085734,True
CTM,equiangular_uc,-0.3013830596305657,0.19659433397726853,False
CTM,equiangular_wc,0.8146521789506406,1.224308653869709e-05,True
CTM,equinorm_uc,-0.35569320489394174,0.12377391277776349,False
CTM,equinorm_wc,0.015298632468556634,0.9489578285336,False
CTM,max_equiangular_uc,-0.29067401690257605,0.21376027746309512,False
CTM,max_equiangular_wc,0.8429546490174705,3.0750711610173776e-06,True
CTM,self_duality,0.3151518288522666,0.17591439922418786,False
CTMmean,var_collapse,0.6255606616792314,0.003178558898724046,True
CTMmean,equiangular_uc,-0.3789154754201315,0.09944369386200838,False
CTMmean,equiangular_wc,0.8286344585676386,6.3814279972307625e-06,True
CTMmean,equinorm_uc,-0.7049228351758504,0.0005187887319634358,True
CTMmean,equinorm_wc,-0.4559434673433205,0.04333569743114547,True
CTMmean,max_equiangular_uc,-0.3509052965389719,0.12927538050048223,False
CTMmean,max_equiangular_wc,0.8426395480082185,3.127251303122088e-06,True
CTMmean,self_duality,-0.20774216003526716,0.3794690895541054,False
CTMmeanOC,var_collapse,0.6239805354089533,0.0032792428083389035,True
CTMmeanOC,equiangular_uc,-0.38248994118076907,0.09603365381745721,False
CTMmeanOC,equiangular_wc,0.827300035710747,6.80754198890391e-06,True
CTMmeanOC,equinorm_uc,-0.7159027615990361,0.00038570550170042374,True
CTMmeanOC,equinorm_wc,-0.4627271386178754,0.039933782307252676,True
CTMmeanOC,max_equiangular_uc,-0.3552248740904902,0.12430454753909467,False
CTMmeanOC,max_equiangular_wc,0.8428800740480491,3.0873515803696392e-06,True
CTMmeanOC,self_duality,-0.21188852138730993,0.36981315564284634,False
Confidence,var_collapse,-0.08308708819488111,0.7276493306873415,False
Confidence,equiangular_uc,0.6791797759783401,0.000990519605773661,True
Confidence,equiangular_wc,-0.4078127723326734,0.07427892354641888,False
Confidence,equinorm_uc,0.8217236795787325,8.867512199765084e-06,True
Confidence,equinorm_wc,0.7706517996791268,7.002031186310965e-05,True
Confidence,max_equiangular_uc,0.6540249694606238,0.0017594284345123668,True
Confidence,max_equiangular_wc,-0.48861305993503484,0.02881295275636481,True
Confidence,self_duality,0.6220097611653485,0.0034085171051993386,True
Energy,var_collapse,-0.5889973500394304,0.006285814708362751,True
Energy,equiangular_uc,0.42147732450873526,0.06419100345184899,False
Energy,equiangular_wc,-0.7488680593358471,0.00014523915546864558,True
Energy,equinorm_uc,0.809297657586646,1.5492816855696382e-05,True
Energy,equinorm_wc,0.6027661192611314,0.004908330395284894,True
Energy,max_equiangular_uc,0.3824658117139158,0.09605638285028827,False
Energy,max_equiangular_wc,-0.7687562815449708,7.483779893480854e-05,True
Energy,self_duality,0.3671671792453592,0.11127305365261575,False
GE,var_collapse,-0.2146171695716535,0.3635356613758388,False
GE,equiangular_uc,0.6915442130642168,0.0007318724709531918,True
GE,equiangular_wc,-0.5095170581312218,0.021746448286638825,True
GE,equinorm_uc,0.8862894224903468,1.9843755306415204e-07,True
GE,equinorm_wc,0.7758013240812364,5.825660584302716e-05,True
GE,max_equiangular_uc,0.6557746848022745,0.0016933187929027206,True
GE,max_equiangular_wc,-0.5484661000164478,0.012279448549566073,True
GE,self_duality,0.6319283326276464,0.002798462903683414,True
GEN,var_collapse,0.454603959205593,0.04403309235626254,True
GEN,equiangular_uc,-0.36062700629418465,0.1182815503184557,False
GEN,equiangular_wc,0.48440152964091754,0.03043334639278449,True
GEN,equinorm_uc,-0.5172552611465318,0.01951104554855747,True
GEN,equinorm_wc,-0.36062700629418465,0.1182815503184557,False
