dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.348518051007592,0.0024,True,0.44005500722819596,0.09153695622060398
var_collapse,jaccard_top1,0.30352562419340945,0.004,True,0.37335027109743535,0.0698246469040259
equiangular_uc,spearman_rank,0.4960761003245019,0.0002,True,0.44005500722819596,-0.05602109309630593
equiangular_uc,jaccard_top1,0.3923933566167152,0.0006,True,0.37335027109743535,-0.019043085519279856
equiangular_wc,spearman_rank,0.3493132410265576,0.0029,True,0.44005500722819596,0.09074176620163837
equiangular_wc,jaccard_top1,0.36467508769420787,0.001,True,0.37335027109743535,0.008675183403227482
equinorm_uc,spearman_rank,0.44523905129023167,0.0006,True,0.44005500722819596,-0.005184044062035709
equinorm_uc,jaccard_top1,0.3602317010730426,0.0013,True,0.37335027109743535,0.013118570024392762
equinorm_wc,spearman_rank,0.48240653020749696,0.0003,True,0.44005500722819596,-0.042351522979301004
equinorm_wc,jaccard_top1,0.30648788194085297,0.0023,True,0.37335027109743535,0.06686238915658238
max_equiangular_uc,spearman_rank,0.4855881650798602,0.0002,True,0.44005500722819596,-0.04553315785166423
max_equiangular_uc,jaccard_top1,0.41249439133151045,0.0004,True,0.37335027109743535,-0.0391441202340751
max_equiangular_wc,spearman_rank,0.39343710171589646,0.0013,True,0.44005500722819596,0.046617905512299496
max_equiangular_wc,jaccard_top1,0.44084742977132707,0.0004,True,0.37335027109743535,-0.06749715867389172
self_duality,spearman_rank,0.4990617807807502,0.0002,True,0.44005500722819596,-0.05900677355255424
self_duality,jaccard_top1,0.34690154120954675,0.0016,True,0.37335027109743535,0.0264487298878886
