dropped_metric,method_distance,r,p,significant,r_full,delta_r
var_collapse,spearman_rank,0.7371938235136072,0.0001,True,0.7269682154007564,-0.010225608112850781
var_collapse,jaccard_top1,0.5373301040860716,0.0002,True,0.5377346439724531,0.0004045398863814498
equiangular_uc,spearman_rank,0.7226825404803309,0.0001,True,0.7269682154007564,0.004285674920425531
equiangular_uc,jaccard_top1,0.5425891226090297,0.0001,True,0.5377346439724531,-0.00485447863657662
equiangular_wc,spearman_rank,0.7284711322232287,0.0001,True,0.7269682154007564,-0.0015029168224722778
equiangular_wc,jaccard_top1,0.5347005948245928,0.0001,True,0.5377346439724531,0.003034049147860318
equinorm_uc,spearman_rank,0.7675522184439054,0.0001,True,0.7269682154007564,-0.04058400304314902
equinorm_uc,jaccard_top1,0.5626138469849082,0.0001,True,0.5377346439724531,-0.024879203012455164
equinorm_wc,spearman_rank,0.8048906909798529,0.0001,True,0.7269682154007564,-0.07792247557909648
equinorm_wc,jaccard_top1,0.571311454542108,0.0002,True,0.5377346439724531,-0.03357681056965489
max_equiangular_uc,spearman_rank,0.7208813147891374,0.0001,True,0.7269682154007564,0.006086900611618984
max_equiangular_uc,jaccard_top1,0.5373301040860716,0.0001,True,0.5377346439724531,0.0004045398863814498
max_equiangular_wc,spearman_rank,0.7259376938542651,0.0001,True,0.7269682154007564,0.0010305215464913031
max_equiangular_wc,jaccard_top1,0.5322733555063044,0.0001,True,0.5377346439724531,0.005461288466148684
self_duality,spearman_rank,0.7659539477601703,0.0001,True,0.7269682154007564,-0.03898573235941394
self_duality,jaccard_top1,0.552904889711755,0.0001,True,0.5377346439724531,-0.015170245739301924
