,var_collapse,cdnv_score,bias_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,w_etf_diff,M_etf_diff,wM_etf_diff,dataset,architecture,study,dropout,run,reward,lr
0,0.008025804534554482,0.6692402362823486,0.5846128463745117,0.06264268606901169,0.07704213261604309,0.015143778175115585,0.015152854844927788,0.051002174615859985,0.06137866899371147,0.03253690153360367,0.2142772525548935,0.1752472221851349,0.19437822699546814,cifar10,VGG13,devries,False,1,2.2,
1,0.00844202283769846,0.6929327845573425,0.6486020088195801,0.06757615506649017,0.07649169862270355,0.020324446260929108,0.01450396329164505,0.05371999368071556,0.060892410576343536,0.028227193281054497,0.21279756724834442,0.18870045244693756,0.19985799491405487,cifar10,VGG13,devries,False,2,2.2,
2,0.008220442570745945,0.6877162456512451,0.4920763671398163,0.06955961883068085,0.07633065432310104,0.02546900324523449,0.015107664279639721,0.056602150201797485,0.06098894029855728,0.032313887029886246,0.21236537396907806,0.19409243762493134,0.20298254489898682,cifar10,VGG13,devries,False,3,2.2,
3,0.007998274639248848,0.675150454044342,0.613919198513031,0.0676361620426178,0.07683396339416504,0.018949149176478386,0.014010043814778328,0.05406150966882706,0.06183905154466629,0.031369201838970184,0.21371738612651825,0.18886254727840424,0.20173276960849762,cifar10,VGG13,devries,False,4,2.2,
4,0.008128544315695763,0.6825551390647888,0.5334601402282715,0.062497757375240326,0.07784971594810486,0.02164229191839695,0.014112773351371288,0.05053388327360153,0.0625080019235611,0.031181611120700836,0.21644489467144012,0.17485563457012177,0.1949300765991211,cifar10,VGG13,devries,False,5,2.2,
5,0.016050416976213455,1.6229935884475708,0.8947242498397827,0.11540170758962631,0.12490186095237732,0.07559344917535782,0.033245258033275604,0.0940118357539177,0.10042044520378113,0.061198990792036057,0.33820396661758423,0.3146181106567383,0.3318054974079132,cifar10,VGG13,devries,True,1,2.2,
6,0.01694057695567608,1.6076819896697998,1.0341651439666748,0.1048009842634201,0.1260012835264206,0.08419589698314667,0.03401244059205055,0.08202631026506424,0.10174261033535004,0.07131016254425049,0.34092947840690613,0.28760164976119995,0.3216418921947479,cifar10,VGG13,devries,True,2,2.2,
7,0.017775660380721092,1.6767988204956055,0.9997239112854004,0.11348447948694229,0.12317364662885666,0.08541250228881836,0.030329544097185135,0.08985380828380585,0.09919184446334839,0.06916631013154984,0.3339032828807831,0.30981630086898804,0.3286581337451935,cifar10,VGG13,devries,True,3,2.2,
8,0.01686578430235386,1.6152713298797607,0.9715173244476318,0.10896588116884232,0.1273343712091446,0.07784862816333771,0.0331793949007988,0.08809339255094528,0.10339412838220596,0.07073801010847092,0.3442190885543823,0.29826945066452026,0.3271331191062927,cifar10,VGG13,devries,True,4,2.2,
9,0.017599960789084435,1.6746585369110107,0.9906943440437317,0.11184103041887283,0.12516234815120697,0.08479700982570648,0.03155006468296051,0.08625386655330658,0.10146381705999374,0.07121073454618454,0.33884483575820923,0.3056252896785736,0.3268444538116455,cifar10,VGG13,devries,True,5,2.2,
10,0.009643440134823322,0.6526564955711365,0.751227855682373,0.06734245270490646,0.08072974532842636,0.029718583449721336,0.011666522361338139,0.054435696452856064,0.06308282166719437,0.04025623947381973,0.22415612637996674,0.1880769431591034,0.20693470537662506,cifar10,VGG13,confidnet,False,1,2.2,
11,0.009650117717683315,0.6517605185508728,0.8446131944656372,0.06723417341709137,0.08025090396404266,0.026580827310681343,0.014846253208816051,0.05381998047232628,0.06246443837881088,0.039149507880210876,0.2228778600692749,0.1877780258655548,0.20422610640525818,cifar10,VGG13,confidnet,False,2,2.2,
12,0.009655977599322796,0.6620434522628784,0.7944653630256653,0.06070099025964737,0.08094413578510284,0.023719429969787598,0.013967704959213734,0.048885881900787354,0.06297323852777481,0.03887145221233368,0.22473029792308807,0.16994111239910126,0.1962505578994751,cifar10,VGG13,confidnet,False,3,2.2,
13,0.009828956797719002,0.663284957408905,0.8222140669822693,0.067951999604702,0.08159209787845612,0.025533344596624374,0.015067081898450851,0.055727582424879074,0.06343044340610504,0.03786875307559967,0.22646167874336243,0.18972761929035187,0.20775926113128662,cifar10,VGG13,confidnet,False,4,2.2,
