encoder,source,n_per_class,seed,family,variant,ood,trial_key,augrc_base,augrc_var,delta_augrc
clip_vitl14,cifar100,0,2,MLS,global,isun,mls,168.6474,168.6754,-0.028
clip_vitl14,cifar100,0,2,Energy,global,isun,energy,169.2571,169.15,0.1071
clip_vitl14,cifar100,0,2,MSR,global,isun,msr,173.3856,174.8524,-1.4668
clip_vitl14,cifar100,0,2,GradNorm,global,isun,gradnorm,168.1376,162.1281,6.0095
clip_vitl14,cifar100,0,2,Maha,global,isun,maha,177.5867,188.8469,-11.2603
clip_vitl14,cifar100,0,2,GradNorm,class pred,isun,gradnorm_cp,168.1376,160.37,7.7676
clip_vitl14,cifar100,0,2,Maha,class pred,isun,maha_cp,177.5867,204.3551,-26.7684
clip_vitl14,cifar100,0,2,PCA RecError,class pred,isun,recerr_cp,194.0555,169.559,24.4965
clip_vitl14,cifar100,0,2,PCA RecError,class,isun,recerr_class,194.0555,173.5915,20.4641
clip_vitl14,cifar100,0,2,MLS,global,places365,mls,243.4677,249.3204,-5.8526
clip_vitl14,cifar100,0,2,Energy,global,places365,energy,245.4486,251.3043,-5.8556
clip_vitl14,cifar100,0,2,MSR,global,places365,msr,214.2027,218.1531,-3.9503
clip_vitl14,cifar100,0,2,GradNorm,global,places365,gradnorm,288.6635,177.582,111.0815
clip_vitl14,cifar100,0,2,Maha,global,places365,maha,175.4758,172.9004,2.5754
clip_vitl14,cifar100,0,2,GradNorm,class pred,places365,gradnorm_cp,288.6635,173.9992,114.6644
clip_vitl14,cifar100,0,2,Maha,class pred,places365,maha_cp,175.4758,176.0657,-0.5899
clip_vitl14,cifar100,0,2,PCA RecError,class pred,places365,recerr_cp,176.9247,169.5191,7.4057
clip_vitl14,cifar100,0,2,PCA RecError,class,places365,recerr_class,176.9247,171.2689,5.6558
clip_vitl14,cifar100,0,2,MLS,global,lsun cropped,mls,172.7382,172.7873,-0.0491
clip_vitl14,cifar100,0,2,Energy,global,lsun cropped,energy,173.0241,173.0048,0.0193
clip_vitl14,cifar100,0,2,MSR,global,lsun cropped,msr,178.8049,180.1352,-1.3304
clip_vitl14,cifar100,0,2,GradNorm,global,lsun cropped,gradnorm,176.5755,172.9648,3.6107
clip_vitl14,cifar100,0,2,Maha,global,lsun cropped,maha,222.8569,219.6209,3.2361
clip_vitl14,cifar100,0,2,GradNorm,class pred,lsun cropped,gradnorm_cp,176.5755,170.9748,5.6006
clip_vitl14,cifar100,0,2,Maha,class pred,lsun cropped,maha_cp,222.8569,243.16,-20.3031
clip_vitl14,cifar100,0,2,PCA RecError,class pred,lsun cropped,recerr_cp,252.1439,196.4185,55.7254
clip_vitl14,cifar100,0,2,PCA RecError,class,lsun cropped,recerr_class,252.1439,204.1381,48.0058
clip_vitl14,cifar100,0,2,MLS,global,textures,mls,145.8104,143.721,2.0894
clip_vitl14,cifar100,0,2,Energy,global,textures,energy,147.8366,145.5907,2.2459
clip_vitl14,cifar100,0,2,MSR,global,textures,msr,129.1375,131.3893,-2.2518
clip_vitl14,cifar100,0,2,GradNorm,global,textures,gradnorm,176.5875,120.5947,55.9928
clip_vitl14,cifar100,0,2,Maha,global,textures,maha,123.9285,119.5403,4.3882
clip_vitl14,cifar100,0,2,GradNorm,class pred,textures,gradnorm_cp,176.5875,112.6565,63.931
clip_vitl14,cifar100,0,2,Maha,class pred,textures,maha_cp,123.9285,125.2157,-1.2872
clip_vitl14,cifar100,0,2,PCA RecError,class pred,textures,recerr_cp,126.7585,113.9277,12.8308
clip_vitl14,cifar100,0,2,PCA RecError,class,textures,recerr_class,126.7585,116.8635,9.895
clip_vitl14,cifar100,0,2,MLS,global,svhn,mls,292.728,292.5443,0.1837
clip_vitl14,cifar100,0,2,Energy,global,svhn,energy,292.8096,292.5601,0.2495
clip_vitl14,cifar100,0,2,MSR,global,svhn,msr,296.4447,296.6973,-0.2527
clip_vitl14,cifar100,0,2,GradNorm,global,svhn,gradnorm,293.7343,291.9444,1.7898
clip_vitl14,cifar100,0,2,Maha,global,svhn,maha,306.0514,314.776,-8.7246
clip_vitl14,cifar100,0,2,GradNorm,class pred,svhn,gradnorm_cp,293.7343,292.183,1.5512
clip_vitl14,cifar100,0,2,Maha,class pred,svhn,maha_cp,306.0514,323.728,-17.6766
clip_vitl14,cifar100,0,2,PCA RecError,class pred,svhn,recerr_cp,317.1148,301.9489,15.1659
clip_vitl14,cifar100,0,2,PCA RecError,class,svhn,recerr_class,317.1148,306.3751,10.7397
clip_vitl14,supercifar100,25,0,MLS,global,cifar10,mls,259.1697,258.9609,0.2088
clip_vitl14,supercifar100,25,0,Energy,global,cifar10,energy,259.2972,259.118,0.1792
clip_vitl14,supercifar100,25,0,MSR,global,cifar10,msr,261.2559,260.6756,0.5803
clip_vitl14,supercifar100,25,0,GradNorm,global,cifar10,gradnorm,288.6245,273.0374,15.5871
clip_vitl14,supercifar100,25,0,Maha,global,cifar10,maha,288.6604,275.2995,13.3608
clip_vitl14,supercifar100,25,0,GradNorm,class pred,cifar10,gradnorm_cp,288.6245,292.2955,-3.671
clip_vitl14,supercifar100,25,0,Maha,class pred,cifar10,maha_cp,288.6604,309.4583,-20.7979
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,cifar10,recerr_cp,288.7248,277.2184,11.5064
clip_vitl14,supercifar100,25,0,PCA RecError,class,cifar10,recerr_class,288.7248,281.5545,7.1703
clip_vitl14,supercifar100,25,0,MLS,global,tinyimagenet,mls,255.9684,258.7338,-2.7654
clip_vitl14,supercifar100,25,0,Energy,global,tinyimagenet,energy,256.0986,258.9047,-2.806
clip_vitl14,supercifar100,25,0,MSR,global,tinyimagenet,msr,256.9767,257.4261,-0.4494
clip_vitl14,supercifar100,25,0,GradNorm,global,tinyimagenet,gradnorm,287.73,230.9085,56.8215
clip_vitl14,supercifar100,25,0,Maha,global,tinyimagenet,maha,224.4448,216.0317,8.4131
clip_vitl14,supercifar100,25,0,GradNorm,class pred,tinyimagenet,gradnorm_cp,287.73,267.5854,20.1446
clip_vitl14,supercifar100,25,0,Maha,class pred,tinyimagenet,maha_cp,224.4448,263.9835,-39.5387
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,tinyimagenet,recerr_cp,227.4575,220.5994,6.8581
clip_vitl14,supercifar100,25,0,PCA RecError,class,tinyimagenet,recerr_class,227.4575,222.6944,4.7631
clip_vitl14,supercifar100,25,0,MLS,global,lsun resize,mls,219.9879,221.273,-1.2851
clip_vitl14,supercifar100,25,0,Energy,global,lsun resize,energy,220.0465,221.3729,-1.3264
clip_vitl14,supercifar100,25,0,MSR,global,lsun resize,msr,231.5074,230.0991,1.4083
clip_vitl14,supercifar100,25,0,GradNorm,global,lsun resize,gradnorm,223.6876,219.1658,4.5217
clip_vitl14,supercifar100,25,0,Maha,global,lsun resize,maha,250.1801,243.5892,6.591
clip_vitl14,supercifar100,25,0,GradNorm,class pred,lsun resize,gradnorm_cp,223.6876,319.282,-95.5944
clip_vitl14,supercifar100,25,0,Maha,class pred,lsun resize,maha_cp,250.1801,256.3689,-6.1887
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,lsun resize,recerr_cp,271.9883,256.2523,15.736
clip_vitl14,supercifar100,25,0,PCA RecError,class,lsun resize,recerr_class,271.9883,263.3872,8.6011
clip_vitl14,supercifar100,25,0,MLS,global,isun,mls,207.3142,208.3342,-1.02
clip_vitl14,supercifar100,25,0,Energy,global,isun,energy,207.4092,208.4664,-1.0572
clip_vitl14,supercifar100,25,0,MSR,global,isun,msr,217.566,215.6888,1.8772
clip_vitl14,supercifar100,25,0,GradNorm,global,isun,gradnorm,214.5721,213.3494,1.2227
clip_vitl14,supercifar100,25,0,Maha,global,isun,maha,251.5027,244.4977,7.005
clip_vitl14,supercifar100,25,0,GradNorm,class pred,isun,gradnorm_cp,214.5721,318.3324,-103.7603
clip_vitl14,supercifar100,25,0,Maha,class pred,isun,maha_cp,251.5027,246.3173,5.1854
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,isun,recerr_cp,274.4492,258.7028,15.7465
clip_vitl14,supercifar100,25,0,PCA RecError,class,isun,recerr_class,274.4492,267.0859,7.3634
clip_vitl14,supercifar100,25,0,MLS,global,places365,mls,253.4625,268.6294,-15.1669
clip_vitl14,supercifar100,25,0,Energy,global,places365,energy,253.5971,268.8135,-15.2164
clip_vitl14,supercifar100,25,0,MSR,global,places365,msr,256.8014,264.1717,-7.3703
clip_vitl14,supercifar100,25,0,GradNorm,global,places365,gradnorm,310.5181,209.8111,100.707
clip_vitl14,supercifar100,25,0,Maha,global,places365,maha,220.3675,212.0675,8.3
clip_vitl14,supercifar100,25,0,GradNorm,class pred,places365,gradnorm_cp,310.5181,251.3979,59.1202
clip_vitl14,supercifar100,25,0,Maha,class pred,places365,maha_cp,220.3675,242.6801,-22.3126
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,places365,recerr_cp,221.2547,215.6724,5.5823
clip_vitl14,supercifar100,25,0,PCA RecError,class,places365,recerr_class,221.2547,217.3857,3.869
clip_vitl14,supercifar100,25,0,MLS,global,lsun cropped,mls,209.4179,208.6121,0.8058
clip_vitl14,supercifar100,25,0,Energy,global,lsun cropped,energy,209.4728,208.6842,0.7886
clip_vitl14,supercifar100,25,0,MSR,global,lsun cropped,msr,222.1097,219.7815,2.3283
clip_vitl14,supercifar100,25,0,GradNorm,global,lsun cropped,gradnorm,219.8498,219.7484,0.1014
clip_vitl14,supercifar100,25,0,Maha,global,lsun cropped,maha,305.9708,262.2055,43.7653
clip_vitl14,supercifar100,25,0,GradNorm,class pred,lsun cropped,gradnorm_cp,219.8498,275.9923,-56.1425
clip_vitl14,supercifar100,25,0,Maha,class pred,lsun cropped,maha_cp,305.9708,282.7396,23.2313
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,lsun cropped,recerr_cp,322.4562,299.4741,22.9821
clip_vitl14,supercifar100,25,0,PCA RecError,class,lsun cropped,recerr_class,322.4562,307.2567,15.1995
clip_vitl14,supercifar100,25,0,MLS,global,textures,mls,188.324,188.9853,-0.6613
clip_vitl14,supercifar100,25,0,Energy,global,textures,energy,188.5914,189.2723,-0.6808
clip_vitl14,supercifar100,25,0,MSR,global,textures,msr,183.7183,182.9394,0.7789
clip_vitl14,supercifar100,25,0,GradNorm,global,textures,gradnorm,224.9785,163.6868,61.2917
clip_vitl14,supercifar100,25,0,Maha,global,textures,maha,182.8085,169.316,13.4925
clip_vitl14,supercifar100,25,0,GradNorm,class pred,textures,gradnorm_cp,224.9785,182.2285,42.75
clip_vitl14,supercifar100,25,0,Maha,class pred,textures,maha_cp,182.8085,232.2906,-49.482
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,textures,recerr_cp,184.5119,175.361,9.1508
clip_vitl14,supercifar100,25,0,PCA RecError,class,textures,recerr_class,184.5119,178.1825,6.3294
clip_vitl14,supercifar100,25,0,MLS,global,svhn,mls,318.7202,317.5994,1.1208
clip_vitl14,supercifar100,25,0,Energy,global,svhn,energy,318.7798,317.6729,1.1069
clip_vitl14,supercifar100,25,0,MSR,global,svhn,msr,329.1516,326.5947,2.5569
clip_vitl14,supercifar100,25,0,GradNorm,global,svhn,gradnorm,321.2675,313.5053,7.7622
clip_vitl14,supercifar100,25,0,Maha,global,svhn,maha,351.0358,346.8548,4.1809
clip_vitl14,supercifar100,25,0,GradNorm,class pred,svhn,gradnorm_cp,321.2675,327.0596,-5.7921
clip_vitl14,supercifar100,25,0,Maha,class pred,svhn,maha_cp,351.0358,371.6305,-20.5948
clip_vitl14,supercifar100,25,0,PCA RecError,class pred,svhn,recerr_cp,361.99,353.9093,8.0807
clip_vitl14,supercifar100,25,0,PCA RecError,class,svhn,recerr_class,361.99,361.3215,0.6685
clip_vitl14,supercifar100,25,1,MLS,global,cifar10,mls,241.2586,240.9846,0.2739
clip_vitl14,supercifar100,25,1,Energy,global,cifar10,energy,241.3763,241.0943,0.2819
clip_vitl14,supercifar100,25,1,MSR,global,cifar10,msr,243.8828,244.4166,-0.5338
clip_vitl14,supercifar100,25,1,GradNorm,global,cifar10,gradnorm,274.1327,254.7046,19.4281
clip_vitl14,supercifar100,25,1,Maha,global,cifar10,maha,276.7239,256.797,19.9269
clip_vitl14,supercifar100,25,1,GradNorm,class pred,cifar10,gradnorm_cp,274.1327,276.0558,-1.923
clip_vitl14,supercifar100,25,1,Maha,class pred,cifar10,maha_cp,276.7239,296.8567,-20.1328
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,cifar10,recerr_cp,278.1944,265.301,12.8934
clip_vitl14,supercifar100,25,1,PCA RecError,class,cifar10,recerr_class,278.1944,270.062,8.1323
clip_vitl14,supercifar100,25,1,MLS,global,tinyimagenet,mls,241.7463,245.7503,-4.004
clip_vitl14,supercifar100,25,1,Energy,global,tinyimagenet,energy,241.8607,245.8644,-4.0037
clip_vitl14,supercifar100,25,1,MSR,global,tinyimagenet,msr,243.331,245.8242,-2.4933
clip_vitl14,supercifar100,25,1,GradNorm,global,tinyimagenet,gradnorm,279.3391,216.9593,62.3798
clip_vitl14,supercifar100,25,1,Maha,global,tinyimagenet,maha,211.1354,202.7649,8.3705
clip_vitl14,supercifar100,25,1,GradNorm,class pred,tinyimagenet,gradnorm_cp,279.3391,246.8234,32.5157
clip_vitl14,supercifar100,25,1,Maha,class pred,tinyimagenet,maha_cp,211.1354,249.2208,-38.0854
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,tinyimagenet,recerr_cp,215.3964,207.848,7.5484
clip_vitl14,supercifar100,25,1,PCA RecError,class,tinyimagenet,recerr_class,215.3964,209.7063,5.69
clip_vitl14,supercifar100,25,1,MLS,global,lsun resize,mls,213.3003,214.2402,-0.9399
clip_vitl14,supercifar100,25,1,Energy,global,lsun resize,energy,213.3042,214.2561,-0.9519
clip_vitl14,supercifar100,25,1,MSR,global,lsun resize,msr,231.3425,229.9958,1.3467
clip_vitl14,supercifar100,25,1,GradNorm,global,lsun resize,gradnorm,215.1387,207.7155,7.4232
clip_vitl14,supercifar100,25,1,Maha,global,lsun resize,maha,241.2524,237.3033,3.9492
clip_vitl14,supercifar100,25,1,GradNorm,class pred,lsun resize,gradnorm_cp,215.1387,278.4332,-63.2945
clip_vitl14,supercifar100,25,1,Maha,class pred,lsun resize,maha_cp,241.2524,238.0611,3.1913
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,lsun resize,recerr_cp,265.7273,237.9087,27.8186
clip_vitl14,supercifar100,25,1,PCA RecError,class,lsun resize,recerr_class,265.7273,248.4714,17.256
clip_vitl14,supercifar100,25,1,MLS,global,isun,mls,196.4849,197.5765,-1.0916
clip_vitl14,supercifar100,25,1,Energy,global,isun,energy,196.5128,197.63,-1.1172
clip_vitl14,supercifar100,25,1,MSR,global,isun,msr,211.5239,210.4932,1.0307
clip_vitl14,supercifar100,25,1,GradNorm,global,isun,gradnorm,203.5404,199.3294,4.2109
clip_vitl14,supercifar100,25,1,Maha,global,isun,maha,241.9059,235.4005,6.5054
clip_vitl14,supercifar100,25,1,GradNorm,class pred,isun,gradnorm_cp,203.5404,279.4188,-75.8785
clip_vitl14,supercifar100,25,1,Maha,class pred,isun,maha_cp,241.9059,224.5907,17.3152
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,isun,recerr_cp,267.1853,239.3539,27.8314
clip_vitl14,supercifar100,25,1,PCA RecError,class,isun,recerr_class,267.1853,250.8677,16.3176
clip_vitl14,supercifar100,25,1,MLS,global,places365,mls,238.3025,254.4385,-16.136
clip_vitl14,supercifar100,25,1,Energy,global,places365,energy,238.4326,254.5788,-16.1462
clip_vitl14,supercifar100,25,1,MSR,global,places365,msr,239.4639,249.6345,-10.1706
clip_vitl14,supercifar100,25,1,GradNorm,global,places365,gradnorm,302.5057,195.4215,107.0843
clip_vitl14,supercifar100,25,1,Maha,global,places365,maha,205.9373,199.2515,6.6858
clip_vitl14,supercifar100,25,1,GradNorm,class pred,places365,gradnorm_cp,302.5057,233.1863,69.3194
clip_vitl14,supercifar100,25,1,Maha,class pred,places365,maha_cp,205.9373,224.4201,-18.4827
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,places365,recerr_cp,206.9018,201.5738,5.328
clip_vitl14,supercifar100,25,1,PCA RecError,class,places365,recerr_class,206.9018,202.9511,3.9506
clip_vitl14,supercifar100,25,1,MLS,global,lsun cropped,mls,193.3732,192.0464,1.3268
clip_vitl14,supercifar100,25,1,Energy,global,lsun cropped,energy,193.3614,192.0476,1.3138
clip_vitl14,supercifar100,25,1,MSR,global,lsun cropped,msr,206.5951,205.0214,1.5737
clip_vitl14,supercifar100,25,1,GradNorm,global,lsun cropped,gradnorm,205.3485,205.8001,-0.4517
clip_vitl14,supercifar100,25,1,Maha,global,lsun cropped,maha,293.435,263.2796,30.1555
clip_vitl14,supercifar100,25,1,GradNorm,class pred,lsun cropped,gradnorm_cp,205.3485,265.0722,-59.7238
clip_vitl14,supercifar100,25,1,Maha,class pred,lsun cropped,maha_cp,293.435,267.1347,26.3003
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,lsun cropped,recerr_cp,309.496,278.9232,30.5729
clip_vitl14,supercifar100,25,1,PCA RecError,class,lsun cropped,recerr_class,309.496,287.0902,22.4059
clip_vitl14,supercifar100,25,1,MLS,global,textures,mls,160.5397,160.4758,0.0639
clip_vitl14,supercifar100,25,1,Energy,global,textures,energy,160.6557,160.5953,0.0605
clip_vitl14,supercifar100,25,1,MSR,global,textures,msr,164.8807,164.6235,0.2572
clip_vitl14,supercifar100,25,1,GradNorm,global,textures,gradnorm,209.9039,147.2246,62.6793
clip_vitl14,supercifar100,25,1,Maha,global,textures,maha,166.3886,155.3077,11.0809
clip_vitl14,supercifar100,25,1,GradNorm,class pred,textures,gradnorm_cp,209.9039,167.7603,42.1436
clip_vitl14,supercifar100,25,1,Maha,class pred,textures,maha_cp,166.3886,210.1179,-43.7293
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,textures,recerr_cp,168.0119,159.242,8.7699
clip_vitl14,supercifar100,25,1,PCA RecError,class,textures,recerr_class,168.0119,161.6105,6.4014
clip_vitl14,supercifar100,25,1,MLS,global,svhn,mls,310.4696,310.2758,0.1938
clip_vitl14,supercifar100,25,1,Energy,global,svhn,energy,310.3645,310.1751,0.1894
clip_vitl14,supercifar100,25,1,MSR,global,svhn,msr,330.395,328.728,1.6669
clip_vitl14,supercifar100,25,1,GradNorm,global,svhn,gradnorm,316.1874,304.506,11.6814
clip_vitl14,supercifar100,25,1,Maha,global,svhn,maha,336.9981,343.684,-6.6859
clip_vitl14,supercifar100,25,1,GradNorm,class pred,svhn,gradnorm_cp,316.1874,314.9929,1.1945
clip_vitl14,supercifar100,25,1,Maha,class pred,svhn,maha_cp,336.9981,351.1778,-14.1797
clip_vitl14,supercifar100,25,1,PCA RecError,class pred,svhn,recerr_cp,352.2071,346.3039,5.9032
clip_vitl14,supercifar100,25,1,PCA RecError,class,svhn,recerr_class,352.2071,349.4176,2.7896
clip_vitl14,supercifar100,25,2,MLS,global,cifar10,mls,231.5365,232.9637,-1.4271
clip_vitl14,supercifar100,25,2,Energy,global,cifar10,energy,231.691,233.0924,-1.4014
clip_vitl14,supercifar100,25,2,MSR,global,cifar10,msr,231.9336,234.3708,-2.4372
clip_vitl14,supercifar100,25,2,GradNorm,global,cifar10,gradnorm,266.8055,246.952,19.8535
clip_vitl14,supercifar100,25,2,Maha,global,cifar10,maha,267.7117,247.337,20.3747
clip_vitl14,supercifar100,25,2,GradNorm,class pred,cifar10,gradnorm_cp,266.8055,274.0171,-7.2117
clip_vitl14,supercifar100,25,2,Maha,class pred,cifar10,maha_cp,267.7117,293.3971,-25.6854
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,cifar10,recerr_cp,268.7902,254.7132,14.0771
clip_vitl14,supercifar100,25,2,PCA RecError,class,cifar10,recerr_class,268.7902,259.428,9.3622
clip_vitl14,supercifar100,25,2,MLS,global,tinyimagenet,mls,236.9853,242.478,-5.4927
clip_vitl14,supercifar100,25,2,Energy,global,tinyimagenet,energy,237.1128,242.5967,-5.4839
clip_vitl14,supercifar100,25,2,MSR,global,tinyimagenet,msr,237.7312,241.807,-4.0758
clip_vitl14,supercifar100,25,2,GradNorm,global,tinyimagenet,gradnorm,274.5696,204.0118,70.5578
clip_vitl14,supercifar100,25,2,Maha,global,tinyimagenet,maha,204.242,194.2184,10.0237
clip_vitl14,supercifar100,25,2,GradNorm,class pred,tinyimagenet,gradnorm_cp,274.5696,241.7506,32.8191
clip_vitl14,supercifar100,25,2,Maha,class pred,tinyimagenet,maha_cp,204.242,250.0279,-45.7859
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,tinyimagenet,recerr_cp,205.6717,198.7357,6.9361
clip_vitl14,supercifar100,25,2,PCA RecError,class,tinyimagenet,recerr_class,205.6717,200.4826,5.1891
clip_vitl14,supercifar100,25,2,MLS,global,lsun resize,mls,210.5773,211.2561,-0.6788
clip_vitl14,supercifar100,25,2,Energy,global,lsun resize,energy,210.6377,211.3157,-0.678
clip_vitl14,supercifar100,25,2,MSR,global,lsun resize,msr,219.224,218.8909,0.3331
clip_vitl14,supercifar100,25,2,GradNorm,global,lsun resize,gradnorm,209.3105,201.1159,8.1946
clip_vitl14,supercifar100,25,2,Maha,global,lsun resize,maha,226.1832,222.8673,3.3159
clip_vitl14,supercifar100,25,2,GradNorm,class pred,lsun resize,gradnorm_cp,209.3105,261.8877,-52.5772
clip_vitl14,supercifar100,25,2,Maha,class pred,lsun resize,maha_cp,226.1832,233.4214,-7.2381
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,lsun resize,recerr_cp,245.6697,232.9298,12.7399
clip_vitl14,supercifar100,25,2,PCA RecError,class,lsun resize,recerr_class,245.6697,237.5903,8.0794
clip_vitl14,supercifar100,25,2,MLS,global,isun,mls,195.2749,196.2613,-0.9864
clip_vitl14,supercifar100,25,2,Energy,global,isun,energy,195.3694,196.3467,-0.9773
clip_vitl14,supercifar100,25,2,MSR,global,isun,msr,201.3424,201.7709,-0.4285
clip_vitl14,supercifar100,25,2,GradNorm,global,isun,gradnorm,197.2352,192.7658,4.4693
clip_vitl14,supercifar100,25,2,Maha,global,isun,maha,225.1171,223.5651,1.552
clip_vitl14,supercifar100,25,2,GradNorm,class pred,isun,gradnorm_cp,197.2352,267.5438,-70.3086
clip_vitl14,supercifar100,25,2,Maha,class pred,isun,maha_cp,225.1171,222.6087,2.5084
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,isun,recerr_cp,248.2075,234.4222,13.7853
clip_vitl14,supercifar100,25,2,PCA RecError,class,isun,recerr_class,248.2075,239.3438,8.8637
clip_vitl14,supercifar100,25,2,MLS,global,places365,mls,249.3955,264.8519,-15.4564
clip_vitl14,supercifar100,25,2,Energy,global,places365,energy,249.5834,265.054,-15.4707
clip_vitl14,supercifar100,25,2,MSR,global,places365,msr,241.4657,249.3216,-7.8559
clip_vitl14,supercifar100,25,2,GradNorm,global,places365,gradnorm,303.5624,189.0187,114.5437
clip_vitl14,supercifar100,25,2,Maha,global,places365,maha,198.7432,190.5379,8.2053
clip_vitl14,supercifar100,25,2,GradNorm,class pred,places365,gradnorm_cp,303.5624,217.3032,86.2592
clip_vitl14,supercifar100,25,2,Maha,class pred,places365,maha_cp,198.7432,222.7252,-23.982
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,places365,recerr_cp,199.2646,193.4502,5.8144
clip_vitl14,supercifar100,25,2,PCA RecError,class,places365,recerr_class,199.2646,194.9084,4.3562
clip_vitl14,supercifar100,25,2,MLS,global,lsun cropped,mls,188.1267,188.6137,-0.487
clip_vitl14,supercifar100,25,2,Energy,global,lsun cropped,energy,188.1315,188.6062,-0.4747
clip_vitl14,supercifar100,25,2,MSR,global,lsun cropped,msr,202.5991,203.9997,-1.4006
clip_vitl14,supercifar100,25,2,GradNorm,global,lsun cropped,gradnorm,201.2955,202.5915,-1.2961
clip_vitl14,supercifar100,25,2,Maha,global,lsun cropped,maha,291.3741,241.6711,49.703
clip_vitl14,supercifar100,25,2,GradNorm,class pred,lsun cropped,gradnorm_cp,201.2955,253.5678,-52.2723
clip_vitl14,supercifar100,25,2,Maha,class pred,lsun cropped,maha_cp,291.3741,269.0996,22.2744
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,lsun cropped,recerr_cp,306.5985,265.7979,40.8006
clip_vitl14,supercifar100,25,2,PCA RecError,class,lsun cropped,recerr_class,306.5985,274.8674,31.7311
clip_vitl14,supercifar100,25,2,MLS,global,textures,mls,155.975,161.5614,-5.5864
clip_vitl14,supercifar100,25,2,Energy,global,textures,energy,156.1395,161.7102,-5.5707
clip_vitl14,supercifar100,25,2,MSR,global,textures,msr,158.5705,163.1354,-4.5649
clip_vitl14,supercifar100,25,2,GradNorm,global,textures,gradnorm,206.1848,140.6243,65.5606
clip_vitl14,supercifar100,25,2,Maha,global,textures,maha,158.0073,144.7007,13.3066
clip_vitl14,supercifar100,25,2,GradNorm,class pred,textures,gradnorm_cp,206.1848,159.093,47.0918
clip_vitl14,supercifar100,25,2,Maha,class pred,textures,maha_cp,158.0073,191.4672,-33.4599
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,textures,recerr_cp,159.0266,149.5237,9.5029
clip_vitl14,supercifar100,25,2,PCA RecError,class,textures,recerr_class,159.0266,151.886,7.1406
clip_vitl14,supercifar100,25,2,MLS,global,svhn,mls,299.5187,299.8283,-0.3096
clip_vitl14,supercifar100,25,2,Energy,global,svhn,energy,299.4745,299.7643,-0.2899
clip_vitl14,supercifar100,25,2,MSR,global,svhn,msr,311.9769,314.0803,-2.1034
clip_vitl14,supercifar100,25,2,GradNorm,global,svhn,gradnorm,306.0674,299.822,6.2454
clip_vitl14,supercifar100,25,2,Maha,global,svhn,maha,332.2995,320.7928,11.5067
clip_vitl14,supercifar100,25,2,GradNorm,class pred,svhn,gradnorm_cp,306.0674,312.2454,-6.178
clip_vitl14,supercifar100,25,2,Maha,class pred,svhn,maha_cp,332.2995,375.4044,-43.1049
clip_vitl14,supercifar100,25,2,PCA RecError,class pred,svhn,recerr_cp,343.0011,329.0223,13.9788
clip_vitl14,supercifar100,25,2,PCA RecError,class,svhn,recerr_class,343.0011,333.3065,9.6947
clip_vitl14,supercifar100,100,0,MLS,global,cifar10,mls,238.3507,237.7219,0.6288
clip_vitl14,supercifar100,100,0,Energy,global,cifar10,energy,238.4654,237.8881,0.5773
clip_vitl14,supercifar100,100,0,MSR,global,cifar10,msr,242.0214,240.6661,1.3553
clip_vitl14,supercifar100,100,0,GradNorm,global,cifar10,gradnorm,270.5173,256.1193,14.398
clip_vitl14,supercifar100,100,0,Maha,global,cifar10,maha,276.1706,258.7163,17.4543
clip_vitl14,supercifar100,100,0,GradNorm,class pred,cifar10,gradnorm_cp,270.5173,268.8979,1.6195
clip_vitl14,supercifar100,100,0,Maha,class pred,cifar10,maha_cp,276.1706,280.0362,-3.8656
clip_vitl14,supercifar100,100,0,PCA RecError,class pred,cifar10,recerr_cp,276.4303,258.8855,17.5448
clip_vitl14,supercifar100,100,0,PCA RecError,class,cifar10,recerr_class,276.4303,265.1667,11.2635
clip_vitl14,supercifar100,100,0,MLS,global,tinyimagenet,mls,246.5388,248.0745,-1.5356
clip_vitl14,supercifar100,100,0,Energy,global,tinyimagenet,energy,246.696,248.2771,-1.5811
clip_vitl14,supercifar100,100,0,MSR,global,tinyimagenet,msr,243.7638,243.0627,0.7011
clip_vitl14,supercifar100,100,0,GradNorm,global,tinyimagenet,gradnorm,277.0433,218.7615,58.2818
clip_vitl14,supercifar100,100,0,Maha,global,tinyimagenet,maha,210.5111,204.7574,5.7537
