lodo_accuracy,lodo_jaccard,lodo_f1,lodo_top3_hit,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_top3_hit,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_top3_hit,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.5246428571428572,0.679861111111111,0.625,1.0,40,0.0,0.175,0.25,0.425,0.5,RF,3,0.0,0.23125,0.32976190476190476,0.4,0.625,group_all,40,8,8,"CTM,CTMmeanOC,Energy,GE,Maha,NNGuide,NeCo,fDBD",clique
