,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,0.17937752839612642,0.5290959291170064,-0.6158072564920238,-0.22330500887632643,-1.1578029314166545,0.5433443999889052,-0.9160654078253637,-0.6335505024897663
CTMmean,-0.5213478622619954,0.17887519042006256,-0.8865508537923301,0.46140938130162606,0.35755396197399514,0.0437068739470135,-0.8866865235563837,0.05966074395545309
CTMmeanOC,-0.9006921927097248,0.14073869392101207,-0.7981638972273675,0.1863703529667575,0.18373724901985786,-0.10710029096563103,-0.7665701416859839,-0.2107275155304457
Energy,0.21127486398037315,-0.3927044168143804,0.8549116266084921,-0.4585405572557329,-0.25383018693083076,-0.31136305525050717,0.8937511576051274,-0.14718329481500586
GE,0.153145897188051,0.5161892521779806,0.5119447802689905,-0.044015172235365344,-0.41941237810953813,0.5384276772655305,0.30748376847320974,0.1224881603608211
KPCA RecError global,0.44377252427114583,0.6046855063235271,0.34583725622015754,-0.22185538531868082,-0.4677136551684557,0.6665740686380499,0.13378682236975578,0.19995363471801944
MLS,0.11283249659613968,-0.49016816341127645,0.3443124644420251,-0.3206472034643186,-0.020771998529000215,-0.5028159033462968,0.4413092283562523,-0.12861309607309215
NNGuide,0.0489292564752337,-0.4725937251323439,0.09117622533617033,-0.07676614249763271,0.5618574216066798,-0.15924683255806485,0.29542023290283287,0.07145907699322496
NeCo,0.3580135719248671,-0.5737575499440551,0.7299033560675757,-0.31772514489429926,-0.15429441764783622,-0.43415755179232074,0.8420570957057097,-0.2297996866440608
ViM,0.722539588527619,0.27873580996491476,0.10276254467181034,0.041913145813826304,-0.4415097202876867,0.49689989089673325,-0.051968429417212865,0.2311334146738316
fDBD,-0.2977470160000245,0.22277750240465727,-0.30221713488552365,0.7196146825751946,1.0893251022995527,0.12805994856124023,-0.1784255334623853,0.7458006210025073
