lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.2361111111111111,0.32638888888888895,0.5416666666666666,120,0.0,0.125,0.16666666666666666,0.25,RF,2,0.008333333333333333,0.18472222222222223,0.24583333333333332,0.375,group_all,120,3,9,"CTM,Energy,fDBD",clique
