lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.125,0.54375,0.6592261904761905,0.875,40,0.0,0.125,0.16666666666666666,0.25,RF,2,0.0,0.17916666666666664,0.24166666666666664,0.375,group_mid,40,6,9,"CTM,CTMmean,CTMmeanOC,Energy,GE,fDBD",clique
