,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,0.0008106202513113382,0.3443450358985423,-0.6565028935890603,-0.11622316909883998,-1.1563811116111025,0.37341191446359606,-0.9099211106243671,-0.5656962784030908
CTMmean,-0.9229611168684919,0.077074083401656,-0.8890878996941314,0.47317317002950227,0.4902971246402327,-0.16287026210037087,-0.8004460680434657,0.005536764423991219
CTMmeanOC,-0.9006921927097248,0.14073869392101207,-0.7981638972273675,0.1863703529667575,0.18373724901985786,-0.10710029096563103,-0.7665701416859839,-0.2107275155304457
Energy,0.21127486398037315,-0.3927044168143804,0.8549116266084921,-0.4585405572557329,-0.25383018693083076,-0.31136305525050717,0.8937511576051274,-0.14718329481500586
GE,0.153145897188051,0.5161892521779806,0.5119447802689905,-0.044015172235365344,-0.41941237810953813,0.5384276772655305,0.30748376847320974,0.1224881603608211
KPCA RecError global,0.6323106555311138,0.455287367105357,0.2417960411352697,-0.046021233703065385,-0.32158005006762197,0.5837112044451738,0.10123138139958912,0.1822375268303923
MLS,0.17625972870498482,-0.6107066465395625,0.39098695911655135,-0.619230040170551,-0.03515924853462943,-0.3537903078779554,0.5226030942905084,-0.3305718653011414
NNGuide,0.027853768552279962,-0.6818984156288782,0.25136119731800277,-0.09397065920483066,0.6007693044286012,-0.45710855831649383,0.5802629305145531,0.13160590652282095
NeCo,0.39156946302171286,-0.01660925532685819,0.5164009076624789,0.10183102635293742,-0.21460663171896638,-0.047299219960228955,0.40869726561796965,0.011818393782076175
ViM,0.722539588527619,0.27873580996491476,0.10276254467181034,0.041913145813826304,-0.4415097202876867,0.49689989089673325,-0.051968429417212865,0.2311334146738316
fDBD,-0.19463601899977534,0.14801001365029276,-0.33191290036918925,0.7408161162476472,0.8077486390286206,0.1001394045369397,-0.2288879851910044,0.6483473329339389
pNML,0.5588559846554523,0.47506701249965344,0.11490183763156633,-0.0711136213231294,0.22580734049435802,0.5386762106105096,-0.01976290609303265,0.24020600768518416
