lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.0,0.4498809523809524,0.5919472789115646,0.9071428571428571,280,0.0,0.1857142857142857,0.29761904761904767,0.7857142857142857,RF,2,0.0,0.19857142857142857,0.30646258503401363,0.7107142857142857,group_near,280,6,9,"CTM,Energy,MLS,NeCo,PE,fDBD",clique
