method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,dropout
CTM,-0.023798058102059115,-0.018163668354254554,-0.01853743082621825,-0.0454551578236016,-0.025721177528163375,-0.023956944038913408,-0.01469551573860808,-0.07526653310293555,-0.0012805144852460644
Energy,0.0237980581020591,0.018163668354254554,0.018537430826218258,0.045455157823601544,0.025721177528163386,0.02395694403891338,0.01469551573860808,0.07526653310293559,0.0012805144852460683
GE,-0.026473798154335197,-0.010105001241737892,-0.016273129696417137,-0.015551325193582061,-0.11482752156232394,-0.007601913841488846,-0.015760209444180356,-0.04834724579320877,-0.0003098550727257957
GradNorm,-0.10413199109798095,-0.013607380167318536,-0.015848502185618455,-0.023877385307598677,-0.041516814439019466,-0.012190161497937325,-0.023144538983779005,-0.015566501410642248,-0.00036672491010525344
MLS,0.0006741612089502885,-0.002073345460448575,0.0006389160168877977,-0.00235804024870676,0.0014998932985997595,-0.004585424167985319,0.0012172707351476163,0.0055168479661065195,-0.0002802793485512928
NNGuide,0.0006741612089502885,-0.002073345460448575,0.0006389160168877977,-0.00235804024870676,0.0014998932985997595,-0.004585424167985319,0.0012172707351476163,0.0055168479661065195,-0.0002802793485512928
NeCo,0.0006741612089502885,-0.002073345460448575,0.0006389160168877977,-0.00235804024870676,0.0014998932985997595,-0.004585424167985319,0.0012172707351476163,0.0055168479661065195,-0.0002802793485512928
