method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,dropout
CTM,-0.03958202766821027,-0.03266850468833982,-0.04858718286279976,-0.017191940868260414,-0.009111474111731906,-0.03132218279142894,-0.06326849735819402,-0.04370911320821959,-0.00029121929995797134
CTMmean,-0.014476409582296958,-0.012890502383980512,-0.028418947799728866,-0.009490474178255935,-0.04887212233391536,-0.01412665218124794,-0.02505698005920334,-0.09661967737948232,-0.0014768055304603075
Energy,-0.011543194434645528,0.018701979726087534,0.0053958296187567095,0.00687033538698826,0.014908092240572018,-0.009109787140605966,0.005001444222610966,0.005881571607877437,0.00012587162950130173
NNGuide,-0.014476409582296958,-0.012890502383980512,-0.028418947799728866,-0.009490474178255935,-0.04887212233391536,-0.01412665218124794,-0.02505698005920334,-0.09661967737948232,-0.0014768055304603075
fDBD,-0.014476409582296958,-0.012890502383980512,-0.028418947799728866,-0.009490474178255935,-0.04887212233391536,-0.01412665218124794,-0.02505698005920334,-0.09661967737948232,-0.0014768055304603075
