lodo_accuracy,lodo_jaccard,lodo_f1,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,lodo_baseline_jaccard,lodo_baseline_f1,lodo_baseline_clique_hit,lodo_best_model,dt_depth,dt_cv_accuracy,dt_cv_jaccard,dt_cv_f1,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes,target_mode
0.075,0.2375,0.3178571428571429,0.575,40,0.0,0.0,0.0,0.0,RF,3,0.025,0.1375,0.17976190476190476,0.275,group_all,40,6,9,"CTM,Energy,MLS,NNGuide,NeCo,fDBD",clique
