,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,-1.380722020419089,0.081423551822919,0.08030063222776679,0.5249915169365466,-0.254182064344145,0.04960255263300831,0.08706047700113567,-0.3431668372307923
CTMmean,-0.27287672184832407,-0.030815938270252908,-0.4054937568371261,0.30585320562276225,0.34294211939643243,0.0022252950018620344,-0.34160803490197683,0.31657624379292215
CTMmeanOC,-1.0840909307839002,0.09223519246390291,0.256846339296994,-0.5883699365466251,0.9338416223018186,0.0027488568341085253,0.3343007249216201,-0.06076565620829762
Confidence,0.1289373319958486,0.03640225695305364,-0.4988242640008431,-0.7694715274526442,0.2727259803263374,0.04597677526737627,-0.6788142512313322,-0.6941464989088373
Energy,1.042713074986795,0.6514064471690151,0.2149050000117796,0.1738583993430476,-0.5222633979798451,0.4320077027302104,-0.06938819996940036,1.3122362785252157
GradNorm,-0.6043432191818523,0.43299908555318717,0.8739771433599749,0.7719760028942435,-0.1285976246248474,0.47325035064668647,0.8564300341785719,0.7585468115639601
KPCA RecError global,-0.5283908381105259,0.005913430742015775,-0.14515153029470268,-0.1114486087763965,-0.30757983741485206,0.05308341787979644,-0.08588732685431479,-0.0029993928150263832
Maha,-0.7256103020219903,-0.890765935169806,-1.4801965656451066,-0.8486036034907771,-0.25459955282551355,-0.7916196506074745,-1.4655625028886712,-0.9711061952785343
NNGuide,0.42454888806228674,1.2041109063695732,0.1403581567110543,-0.6269475825434179,-0.28631887415764534,0.8873176475980045,0.10852534477417944,-0.06683697855919415
PCA RecError global,1.5771760459110675,-0.16161293442918923,0.8052798704941655,0.2724913683733825,0.35528253196555754,0.3562269415118772,1.1337188455014462,-0.5335311829810614
PE,0.20796606305517562,-0.32150395550924316,0.3825217161106337,-0.5243520451564764,-0.41167559998926756,-0.15811417325094068,0.44941372579204747,-0.37088111840496335
REN,0.001635377311771654,-0.5043123232152918,0.381245193670095,-0.6510171851154286,0.8356857386756811,-0.4156714980570198,0.5406521457735594,0.5392126310390346
Residual,0.4883780787962769,-1.0152230119566679,-0.050932270181522216,1.1364072238758116,-0.8216485999122853,-1.3271655339389146,-0.3453397623277087,-0.06636806409353012
ViM,-0.05865977811221752,0.5891237985248606,0.06360225762994687,1.456817654972254,-0.09050646308723169,0.4946639371899216,-0.008841731736560651,-0.8187049871844562
fDBD,0.7833389503586777,-0.16938057104807624,-0.61843792255311,-0.5221848829362808,0.3368940216698057,-0.1045326214385001,-0.5146594880325952,1.0019349467435612
