method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,dropout
CTM,-0.0006741612089502556,0.0020733454604485732,-0.00063891601688778,0.002358040248706752,-0.0014998932985997575,0.004585424167985311,-0.0012172707351475933,-0.005516847966106531,0.000280279348551293
Energy,0.0006741612089502885,-0.002073345460448575,0.0006389160168877977,-0.00235804024870676,0.0014998932985997595,-0.004585424167985319,0.0012172707351476163,0.0055168479661065195,-0.0002802793485512928
NNGuide,-0.029389224929505048,-0.06449038500624804,-0.03903459666985601,-0.010524934751728828,-0.010037250058201202,-0.03929493040992837,-0.039760616949766465,-0.01923497796289408,-0.0027330832618718587
NeCo,-0.026473798154335197,-0.010105001241737892,-0.016273129696417137,-0.015551325193582061,-0.11482752156232394,-0.007601913841488846,-0.015760209444180356,-0.04834724579320877,-0.0003098550727257957
fDBD,-0.026473798154335197,-0.010105001241737892,-0.016273129696417137,-0.015551325193582061,-0.11482752156232394,-0.007601913841488846,-0.015760209444180356,-0.04834724579320877,-0.0003098550727257957
