lodo_lr_accuracy,lodo_lr_balanced_accuracy,lodo_lr_top3_hit,lodo_lr_clique_hit,lodo_rf_accuracy,lodo_rf_balanced_accuracy,lodo_rf_top3_hit,lodo_rf_clique_hit,lodo_accuracy,lodo_balanced_accuracy,lodo_top3_hit,lodo_clique_hit,lodo_n_samples,lodo_baseline_accuracy,kfold_lr_accuracy,kfold_lr_balanced_accuracy,kfold_lr_top3_hit,kfold_lr_clique_hit,kfold_rf_accuracy,kfold_rf_balanced_accuracy,kfold_rf_top3_hit,kfold_rf_clique_hit,kfold_n_folds,kfold_baseline_accuracy,dt_depth,dt_cv_accuracy,dt_cv_balanced_accuracy,dt_cv_top3_hit,dt_cv_clique_hit,label,n_samples,n_classes,n_features,classes
0.02,0.022222222222222223,0.04,0.1,0.02,0.05555555555555555,0.08,0.26,0.02,0.022222222222222223,0.04,0.1,50,0.32,0.42,0.24444444444444446,0.58,1.0,0.5,0.29305555555555557,0.62,1.0,2,0.32,3,0.54,0.3152777777777778,0.66,1.0,mean_ood,50,9,13,"CTM class avg,CTM global,Energy,Energy global,NNGuide global,PCA RecError class,PCA RecError class pred,ViM,pNML class pred"
