method,var_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality
CTM,0.0002382668026418011,0.0008048952203682944,-0.0022389814452182287,0.0014533364607179663,-0.0032493860662056945,0.0014457614894008472,0.00034795673076921664,0.00019815080752581192
CTMmeanOC,-0.006868902266744336,-0.050733001373626394,-0.00134659090909091,-0.041352501869046,-0.04246600877192983,-0.05644597001020437,-0.0014736506734840957,-0.053813374125874155
Energy,0.0014044766692816707,0.00025835832655517026,-0.005991959524347632,-0.003399894910056797,0.0019098512008673368,0.00014977992270633203,-0.0009500016311082551,0.0041193899461021855
GE,-0.07696240607940262,-0.015212603598029697,-0.07812874651619074,-0.004611019957847321,-0.007896356811842156,-0.013450157276032437,-0.0411960416588271,-0.014792668101828036
Maha,-0.07696240607940262,-0.015212603598029697,-0.07812874651619074,-0.004611019957847321,-0.007896356811842156,-0.013450157276032437,-0.0411960416588271,-0.014792668101828036
NNGuide,-0.006868902266744336,-0.050733001373626394,-0.00134659090909091,-0.041352501869046,-0.04246600877192983,-0.05644597001020437,-0.0014736506734840957,-0.053813374125874155
NeCo,-0.07696240607940262,-0.015212603598029697,-0.07812874651619074,-0.004611019957847321,-0.007896356811842156,-0.013450157276032437,-0.0411960416588271,-0.014792668101828036
fDBD,-0.006868902266744336,-0.050733001373626394,-0.00134659090909091,-0.041352501869046,-0.04246600877192983,-0.05644597001020437,-0.0014736506734840957,-0.053813374125874155
