,var_collapse,cdnv_score,bias_collapse,equiangular_uc,equiangular_wc,equinorm_uc,equinorm_wc,max_equiangular_uc,max_equiangular_wc,self_duality,w_etf_diff,M_etf_diff,wM_etf_diff
CTMmeanOC,0.030833559714740368,0.044808954683191696,-0.21498443862067165,0.22004854239434554,-0.04419230658883471,0.45349056355245254,0.5155609069317476,0.1471664467597565,0.05483112250120149,0.32580272429933127,-0.28261353458217114,-0.12301512900383837,-0.21767013226933282
GE,0.5065546375531373,0.46138941358132135,0.4151557399867249,0.047417954976117824,-0.09402026701519196,0.4027066141384489,-0.18419139848793015,0.04420100418303494,-0.10966828550803269,0.16530646523201076,0.3851434796730353,0.2189257097714634,0.2785741445645623
KPCA RecError global,-0.31126394537505514,-0.22758134154149498,-0.05000862072795198,0.23611667799430922,-0.2366001967943968,-0.46184181285395576,-0.7360102510193816,0.3005268158400181,-0.15385602893484518,-0.014381815950551408,-0.11879284679374646,0.1384836326621999,0.031738582716562456
ViM,-0.2508353588515095,-0.1392721995161338,0.0017308654202331751,-0.21774963563873306,-0.009455691898274993,-0.25165176278003826,0.12167817960250193,-0.254316077131083,-0.28777446842181625,-0.050516040163514304,0.17094508534791455,0.20201226386193752,0.25406148265032097
pNML,0.02471110695868739,-0.1393448272068838,-0.151893546058334,-0.2858335397260396,0.38426846229669837,-0.14270360205690674,0.28296256297306194,-0.23757818965172678,0.4964676603634924,-0.42621133341727596,-0.1546821836450317,-0.4364064772917622,-0.3467040776621124
